2,3,11														
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN	CEN	Simplified Chinese	CDE		
vo_eny_eny_	static_00_	investigate_bush_03	vo_eny_eny_static_00_investigate_bush_03	omuk	hambo	Static	agressive	searches bushes for player characters	Crawling through the thicket?	4	想从灌木丛爬走?	1		
vo_eny_eny_	static_00_	investigate_bush_04	vo_eny_eny_static_00_investigate_bush_04	omuk	hambo	Static	agressive	searches bushes for player characters	The brush will not protect you!	6	灌木丛也保护不了你!	1		
vo_eny_eny_	static_00_	investigate_door_00	vo_eny_eny_static_00_investigate_door_00	omuk	hambo	Static	agressive	follows player character inside buildings	Hiding in there?	3	躲进屋里了吧?	1		
vo_eny_eny_	static_00_	investigate_door_01	vo_eny_eny_static_00_investigate_door_01	omuk	hambo	Static	agressive	follows player character inside buildings	I know you're in there!	5	我知道你在里面!	1		
vo_eny_eny_	static_00_	investigate_door_02	vo_eny_eny_static_00_investigate_door_02	omuk	hambo	Static	agressive	follows player character inside buildings	You think you're safe in there?	6	你以为在屋里就安全了么？	1		
vo_eny_eny_	static_00_	investigate_end_00	vo_eny_eny_static_00_investigate_end_00	omuk	hambo	Static	tension releases	"stops investigating area
(same as squad solo)"	Nobody here.	2	.这里没人	1		
vo_eny_eny_	static_00_	investigate_end_01	vo_eny_eny_static_00_investigate_end_01	omuk	hambo	Static	tension releases	"stops investigating area
(same as squad solo)"	Gone.	1	他们都已经逃走了	1		
vo_eny_eny_	static_00_	investigate_end_02	vo_eny_eny_static_00_investigate_end_02	omuk	hambo	Static	tension releases	"stops investigating area
(same as squad solo)"	Nothing.	1	什么也没有	1		
vo_eny_eny_	static_00_	investigate_end_03	vo_eny_eny_static_00_investigate_end_03	omuk	hambo	Static	tension releases	"stops investigating area
(same as squad solo)"	Heh, ran away.	3	哼，跑掉了	1		
vo_eny_eny_	static_00_	investigate_end_04	vo_eny_eny_static_00_investigate_end_04	omuk	hambo	Static	tension releases	"stops investigating area
(same as squad solo)"	Must have fled.	3	一定是逃走了	1		
vo_eny_eny_	static_00_	investigate_end_05	vo_eny_eny_static_00_investigate_end_05	omuk	hambo	Static	tension releases	"stops investigating area
(same as squad solo)"	Huh … can't find anyone.	5	嗯……一个人都没发现	1		
vo_eny_eny_	static_00_	investigate_missing_00	vo_eny_eny_static_00_investigate_missing_00	omuk		Static	annoyed	searches the area for missing friend	Hello?	1	在么？	1		
vo_eny_eny_	static_00_	investigate_missing_01	vo_eny_eny_static_00_investigate_missing_01	omuk		Static	annoyed	searches the area for missing friend	Are you hiding somewhere?	4	你躲到哪儿去了？	1		
vo_eny_eny_	static_00_	investigate_missing_02	vo_eny_eny_static_00_investigate_missing_02	omuk		Static	annoyed	searches the area for missing friend	Are you there?	3	你在那里么？	1		
vo_eny_eny_	static_00_	investigate_missing_03	vo_eny_eny_static_00_investigate_missing_03	omuk		Static	annoyed	searches the area for missing friend	I'm not in the mood for this!	7	我可没心情闹着玩	1		
vo_eny_eny_	static_00_	investigate_missing_04	vo_eny_eny_static_00_investigate_missing_04	omuk		Static	annoyed	searches the area for missing friend	Where are you? Speak up!	5	你在哪里？快回答！	1		
vo_eny_eny_	static_00_	investigate_missing_05	vo_eny_eny_static_00_investigate_missing_05	omuk		Static	annoyed	searches the area for missing friend	You hear me?	3	听到了么？	1		
vo_eny_eny_	static_00_	investigate_other_00	vo_eny_eny_static_00_investigate_other_00	omuk		Static	urgent	doesn't leave his post, sends someone else	Someone investigate!	2	来人去那儿查一下！	1		
vo_eny_eny_	static_00_	investigate_other_01	vo_eny_eny_static_00_investigate_other_01	omuk		Static	urgent	doesn't leave his post, sends someone else	You! Investigate!	2	你！去查一下！	1		
vo_eny_eny_	static_00_	investigate_other_02	vo_eny_eny_static_00_investigate_other_02	omuk		Static	urgent	doesn't leave his post, sends someone else	You, go! I cannot leave my post.	7	你，快去！我不能离开岗位	1		
vo_eny_eny_	static_00_	investigate_self_00	vo_eny_eny_static_00_investigate_self_00	omuk		Static	anxious	no one else around, has to leave his post	No one here but me …	6	只有我在这儿……	1		
vo_eny_eny_	static_00_	investigate_self_01	vo_eny_eny_static_00_investigate_self_01	omuk		Static	anxious	no one else around, has to leave his post	Damn. I must leave my post.	6	该死，我必须离开岗位了	1		
vo_eny_eny_	static_00_	investigate_self_02	vo_eny_eny_static_00_investigate_self_02	omuk		Static	anxious	no one else around, has to leave his post	I'm alone. Have to investigate …	6	就我一个人，我得去查一下…	1		
vo_eny_eny_	static_00_	investigate_start_00	vo_eny_eny_static_00_investigate_start_00	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	Where are you?	3	你在哪？	1		
vo_eny_eny_	static_00_	investigate_start_01	vo_eny_eny_static_00_investigate_start_01	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	Anyone here?	2	有人吗？	1		
vo_eny_eny_	static_00_	investigate_start_02	vo_eny_eny_static_00_investigate_start_02	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	I know you're here!	4	我知道你在附近！	1		
vo_eny_eny_	static_00_	investigate_start_03	vo_eny_eny_static_00_investigate_start_03	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	I will find you!	4	我会找到你的	1		
vo_eny_eny_	static_00_	investigate_start_04	vo_eny_eny_static_00_investigate_start_04	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	Come forward!	2	快出来！	1		
vo_eny_eny_	static_00_	investigate_too_long_00	vo_eny_eny_static_00_investigate_too_long_00	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	Eh, not worth the walk.	5	没必跑这么远过去	1		
vo_eny_eny_	static_00_	investigate_too_long_01	vo_eny_eny_static_00_investigate_too_long_01	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	No, that's to far off.	5	太远了，没必要	1		
vo_eny_eny_	static_00_	investigate_too_long_02	vo_eny_eny_static_00_investigate_too_long_02	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	No, that's way over there.	5	没必要，实在太远了	1		
vo_eny_eny_	static_00_	investigate_unreachable_00	vo_eny_eny_static_00_investigate_unreachable_00	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	No, I can't reach that.	5	没办法，我到不了那里	1		
vo_eny_eny_	static_00_	investigate_unreachable_01	vo_eny_eny_static_00_investigate_unreachable_01	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	Eh, the path is blocked.	5	找不到去那边的路	1		
vo_eny_eny_	static_00_	investigate_unreachable_02	vo_eny_eny_static_00_investigate_unreachable_02	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	That's too much trouble.	4	没必要，太麻烦了	1		
vo_eny_eny_	static_00_	knockout_scream_00	vo_eny_eny_static_00_knockout_scream_00	omuk	hambo	Static	stunned	(sound) gets knocked out		0		0		
vo_eny_eny_	static_00_	knockout_scream_01	vo_eny_eny_static_00_knockout_scream_01	omuk	hambo	Static	stunned	(sound) gets knocked out		0		0		
vo_eny_eny_	static_00_	knockout_scream_02	vo_eny_eny_static_00_knockout_scream_02	omuk	hambo	Static	stunned	(sound) gets knocked out		0		0		
vo_eny_eny_	static_00_	knockout_scream_03	vo_eny_eny_static_00_knockout_scream_03	omuk	hambo	Static	stunned	(sound) gets knocked out		0		0		
vo_eny_eny_	static_00_	knockout_scream_04	vo_eny_eny_static_00_knockout_scream_04	omuk	hambo	Static	stunned	(sound) gets knocked out		0		0		
vo_eny_eny_	static_00_	laugh_evil_00	vo_eny_eny_static_00_laugh_evil_00	omuk		Static		(sound) dark laugh		0		0		
vo_eny_eny_	static_00_	laugh_good_00	vo_eny_eny_static_00_laugh_good_00	omuk		Static		(sound) humorous laugh		0		0		
vo_eny_eny_	static_00_	make_toast_00	vo_eny_eny_static_00_make_toast_00	omuk		Static		(sound) makes a toast		0		0		
vo_eny_eny_	static_00_	officer_alert_00	vo_eny_eny_static_00_officer_alert_00	omuk		Static	tense	instructs other guards to stay alert	Stay vigilant. We have assassins in our midst.	8	保持警惕，附近有刺客	1		
vo_eny_eny_	static_00_	officer_alert_01	vo_eny_eny_static_00_officer_alert_01	omuk		Static	tense	instructs other guards to stay alert	The enemy is among us. Stay sharp.	7	敌人还在附近，保持警觉	1		
vo_eny_eny_	static_00_	officer_alert_02	vo_eny_eny_static_00_officer_alert_02	omuk		Static	tense	instructs other guards to stay alert	Don't be fooled. They are still here.	7	别被骗了，他们还在附近	1		
vo_eny_eny_	static_00_	officer_alert_03	vo_eny_eny_static_00_officer_alert_03	omuk		Static	tense	instructs other guards to stay alert	Watch the shadows. It's where they hide.	7	注意，他们喜欢藏在暗处	1		
vo_eny_eny_	static_00_	officer_alert_04	vo_eny_eny_static_00_officer_alert_04	omuk		Static	tense	instructs other guards to stay alert	Keep together. Don't let them separate you.	7	要一起行动，别东一个西一个	1		
vo_eny_eny_	static_00_	officer_alert_05	vo_eny_eny_static_00_officer_alert_05	omuk		Static	tense	instructs other guards to stay alert	They are looking for weakness. Give them death.	8	他们正在观察我们的弱点，我们要先下手为强	1		
vo_eny_eny_	static_00_	officer_alert_06	vo_eny_eny_static_00_officer_alert_06	omuk		Static	tense	instructs other guards to stay alert	Attack on sight. Show no mercy.	6	格杀勿论，不要心慈手软	1		
vo_eny_eny_	static_00_	officer_alert_07	vo_eny_eny_static_00_officer_alert_07	omuk		Static	tense	instructs other guards to stay alert	Do not cower before common criminals.	6	别害怕这些罪犯	1		
vo_eny_eny_	static_00_	officer_alert_08	vo_eny_eny_static_00_officer_alert_08	omuk		Static	tense	instructs other guards to stay alert	Teach them fear. Give them no place to hide.	9	让他们无处可藏，尝尝恐惧的滋味	1		
vo_eny_eny_	static_00_	pickup_object_00	vo_eny_eny_static_00_pickup_object_00	omuk		Static		(sound) pickup heavy object		0		0		
vo_eny_eny_	static_00_	regain_consciousness_00	vo_eny_eny_static_00_regain_consciousness_00	omuk	hambo	Static	ashamed	knocked out, wakes up	… sorry.	2	啊……对不起	1		
vo_eny_eny_	static_00_	regain_consciousness_01	vo_eny_eny_static_00_regain_consciousness_01	omuk	hambo	Static	headache	knocked out, wakes up	Uh … my head …	5	啊……我的头……	1		
vo_eny_eny_	static_00_	regain_consciousness_02	vo_eny_eny_static_00_regain_consciousness_02	omuk	hambo	Static	ashamed	knocked out, wakes up	… I am shamed.	4	噢……真是丢脸	1		
vo_eny_eny_	static_00_	regain_consciousness_03	vo_eny_eny_static_00_regain_consciousness_03	omuk	hambo	Static	headache	knocked out, wakes up	Ow … that hurt …	5	嗷……疼……	1		
vo_eny_eny_	static_00_	regain_consciousness_04	vo_eny_eny_static_00_regain_consciousness_04	omuk	hambo	Static	angry	knocked out, wakes up	… they jumped me!	4	啊……他们偷袭我！	1		
vo_eny_eny_	static_00_	regain_consciousness_05	vo_eny_eny_static_00_regain_consciousness_05	omuk	hambo	Static	angry	knocked out, wakes up	… they knocked me out!	5	噢……他们把我打晕了!	1		
vo_eny_eny_	static_00_	regain_consciousness_06	vo_eny_eny_static_00_regain_consciousness_06	omuk	hambo	Static	angry	knocked out, wakes up	… I was attacked!	4	……我被偷袭了！	1		
vo_eny_eny_	static_00_	regain_consciousness_07	vo_eny_eny_static_00_regain_consciousness_07	omuk	hambo	Static	angry	knocked out, wakes up	… I left my post!	5	……我离开岗位了！	1		
vo_eny_eny_	static_00_	regain_consciousness_08	vo_eny_eny_static_00_regain_consciousness_08	omuk	hambo	Static	angry	knocked out, wakes up	… I neglected my duty!	5	噢……我忘了职责在身！	1		
vo_eny_eny_	static_00_	see_flying_body_00	vo_eny_eny_static_00_see_flying_body_00	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	Wha... AAH!	2	什么……啊！	1		
vo_eny_eny_	static_00_	see_flying_body_01	vo_eny_eny_static_00_see_flying_body_01	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	Uh… ah! AAH!	3	嗯……啊！啊……	1		
vo_eny_eny_	static_00_	see_flying_body_02	vo_eny_eny_static_00_see_flying_body_02	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	Hm… AAH!	2	啊啊啊！	1		
vo_eny_eny_	static_00_	see_flying_object_00	vo_eny_eny_static_00_see_flying_object_00	omuk	hambo	Static	startled	sees object that's thrown into his view by player	Hey!	1	喂！	1		
vo_eny_eny_	static_00_	see_flying_object_01	vo_eny_eny_static_00_see_flying_object_01	omuk	hambo	Static	startled	sees object that's thrown into his view by player	What?!	1	什么……?!	1		
vo_eny_eny_	static_00_	see_flying_object_02	vo_eny_eny_static_00_see_flying_object_02	omuk	hambo	Static	startled	sees object that's thrown into his view by player	Huh?! How did …	4	……这是怎么回事？	1		
vo_eny_eny_	static_00_	see_something_00	vo_eny_eny_static_00_see_something_00	omuk	hambo	Static	suspicious	sees something strange	What?	1	什么？	1		
vo_eny_eny_	static_00_	see_something_01	vo_eny_eny_static_00_see_something_01	omuk	hambo	Static	suspicious	sees something strange	Huh?	1	嗯?	1		
vo_eny_eny_	static_00_	see_something_02	vo_eny_eny_static_00_see_something_02	omuk	hambo	Static	suspicious	sees something strange	What's that?	2	那是什么？	1		
vo_eny_eny_	static_00_	see_something_03	vo_eny_eny_static_00_see_something_03	omuk	hambo	Static	suspicious	sees something strange	Something …	2	好像是……	1		
vo_eny_eny_	static_00_	see_something_04	vo_eny_eny_static_00_see_something_04	omuk	hambo	Static	suspicious	sees something strange	Hmm …	2	嗯？	1		
vo_eny_eny_	static_00_	snore_00	vo_eny_eny_static_00_snore_00	omuk		Static		(sound) snore		0		0		
vo_eny_eny_	static_00_	squad_investigate_end_00	vo_eny_eny_static_00_squad_investigate_end_00	omuk	hambo	Static	tension releases	squad leader stops investigation	Nothing. Back to your posts.	5	没发现情况，各回岗位吧	1		
vo_eny_eny_	static_00_	squad_investigate_end_01	vo_eny_eny_static_00_squad_investigate_end_01	omuk	hambo	Static	tension releases	squad leader stops investigation	Long gone. Back to your posts.	6	看来早就跑了，各回岗位吧	1		
vo_eny_eny_	static_00_	squad_investigate_end_02	vo_eny_eny_static_00_squad_investigate_end_02	omuk	hambo	Static	tension releases	squad leader stops investigation	Nobody here. Back to your posts.	6	没看到人，各回岗位吧	1		
vo_eny_eny_	static_00_	squad_investigate_end_03	vo_eny_eny_static_00_squad_investigate_end_03	omuk	hambo	Static	tension releases	squad leader stops investigation	Stop the search. Back to work.	6	停止搜索，各回岗位吧	1		
vo_eny_eny_	static_00_	squad_investigate_end_04	vo_eny_eny_static_00_squad_investigate_end_04	omuk	hambo	Static	tension releases	squad leader stops investigation	No danger. Return to your posts everyone.	7	没有危险了，各回岗位吧	1		
vo_eny_eny_	static_00_	squad_investigate_start_00	vo_eny_eny_static_00_squad_investigate_start_00	omuk	hambo	Static	tense	squad leader starts investigation	We must search the area!	5	必须搜索这片区域!	1		
vo_eny_eny_	static_00_	squad_investigate_start_01	vo_eny_eny_static_00_squad_investigate_start_01	omuk	hambo	Static	tense	squad leader starts investigation	Everyone! Attack on sight!	4	所有人！看到就立即射击！	1		
vo_eny_eny_	static_00_	squad_investigate_start_02	vo_eny_eny_static_00_squad_investigate_start_02	omuk	hambo	Static	tense	squad leader starts investigation	Careful, they are still here!	5	小心，他可能还在附近!	1		
vo_eny_eny_	static_00_	squad_investigate_start_03	vo_eny_eny_static_00_squad_investigate_start_03	omuk	hambo	Static	tense	squad leader starts investigation	Search everywhere!	2	搜索每个角落！	1		
vo_eny_eny_	static_00_	squad_investigate_start_04	vo_eny_eny_static_00_squad_investigate_start_04	omuk	hambo	Static	tense	squad leader starts investigation	If you find anyone, show no mercy.	7	发现了就往死里打	1		
vo_eny_eny_	static_00_	squad_investigate_talk_00	vo_eny_eny_static_00_squad_investigate_talk_00	omuk	hambo	Static	focussed	squad serches the area, commenting on things	Nothing here!	2	什么都没有发现！	1		
vo_eny_eny_	static_00_	squad_investigate_talk_01	vo_eny_eny_static_00_squad_investigate_talk_01	omuk	hambo	Static	pondering	squad serches the area, commenting on things	Where did they go?	4	他们到底去哪了?	1		
vo_eny_eny_	static_00_	squad_investigate_talk_02	vo_eny_eny_static_00_squad_investigate_talk_02	omuk	hambo	Static	tense	squad serches the area, commenting on things	Eyes open, everyone!	3	每个人都睁大眼睛！	1		
vo_eny_eny_	static_00_	squad_investigate_talk_03	vo_eny_eny_static_00_squad_investigate_talk_03	omuk	hambo	Static	tense	squad serches the area, commenting on things	Tracks, maybe?	2	这是足迹吗？	1		
vo_eny_eny_	static_00_	squad_investigate_talk_04	vo_eny_eny_static_00_squad_investigate_talk_04	omuk	hambo	Static	frusttrated	squad serches the area, commenting on things	I'm no tracker.	3	追踪我不在行啊	1		
vo_eny_eny_	static_00_	squad_investigate_talk_05	vo_eny_eny_static_00_squad_investigate_talk_05	omuk	hambo	Static	tense	squad serches the area, commenting on things	Anyone see them?	3	有人看到他们吗?	1		
vo_eny_eny_	static_00_	squad_investigate_talk_06	vo_eny_eny_static_00_squad_investigate_talk_06	omuk	hambo	Static	nervous	squad serches the area, commenting on things	The cant have vanished …	5	他们不可能就这么消失了……	1		
vo_eny_eny_	static_00_	squad_investigate_talk_07	vo_eny_eny_static_00_squad_investigate_talk_07	omuk	hambo	Static	nervous	squad serches the area, commenting on things	Are we hunting ghosts?	4	我们是在追踪鬼魂吗？	1		
vo_eny_eny_	static_00_	squad_investigate_talk_08	vo_eny_eny_static_00_squad_investigate_talk_08	omuk	hambo	Static	focussed	squad serches the area, commenting on things	What are we looking for?	5	我们到底在找什么?	1		
vo_eny_eny_	static_00_	squad_investigate_talk_09	vo_eny_eny_static_00_squad_investigate_talk_09	omuk	hambo	Static	focussed	squad serches the area, commenting on things	Are you sure you saw something?	6	你确定看到了什么吗?	1		
vo_eny_eny_	static_00_	talk_geisha_00	vo_eny_eny_static_00_talk_geisha_00	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	What?	1	什么？	1		
vo_eny_eny_	static_00_	talk_geisha_01	vo_eny_eny_static_00_talk_geisha_01	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	Yes?	1	嗯？	1		
vo_eny_eny_	static_00_	talk_geisha_02	vo_eny_eny_static_00_talk_geisha_02	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	What is it?	3	怎么了？	1		
vo_eny_eny_	static_00_	talk_geisha_03	vo_eny_eny_static_00_talk_geisha_03	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	Make it quick.	3	有话快说	1		
vo_eny_eny_	static_00_	talk_geisha_04	vo_eny_eny_static_00_talk_geisha_04	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	What? I am busy.	4	什么？我很忙的	1		
vo_eny_eny_	static_00_	talk_geisha_leave_00	vo_eny_eny_static_00_talk_geisha_leave_00	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	Yes, yes, move on.	4	好，好，继续工作	1		
vo_eny_eny_	static_00_	talk_geisha_leave_01	vo_eny_eny_static_00_talk_geisha_leave_01	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	Finally. Back to duty	4	终于说完了，回到岗位	1		
vo_eny_eny_	static_00_	talk_geisha_leave_02	vo_eny_eny_static_00_talk_geisha_leave_02	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	It took long enough.	4	讲了挺长时间	1		
vo_eny_eny_	static_00_	talk_geisha_leave_03	vo_eny_eny_static_00_talk_geisha_leave_03	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	Good, now leave me be.	5	好！可以清净一会儿了	1		
vo_eny_eny_	static_00_	talk_geisha_leave_04	vo_eny_eny_static_00_talk_geisha_leave_04	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	What a waste of time.	5	真是浪费时间	1		
vo_eny_eny_	static_00_	talk_geisha_leave_05	vo_eny_eny_static_00_talk_geisha_leave_05	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	Tch, unbelievable.	2	呃，难以置信	1		
vo_gothic_gothic_	static_00_	talk_idle_00	vo_gothic_gothic_static_00_talk_idle_00	omuk		Static	relaxed	(sound) humming tune		0		0		
vo_gothic_gothic_	static_00_	talk_idle_01	vo_gothic_gothic_static_00_talk_idle_01	omuk		Static	sneezing	(sound) sneeze		0		0		
vo_gothic_gothic_	static_00_	talk_idle_02	vo_gothic_gothic_static_00_talk_idle_02	omuk		Static		(sound) yawn		0		0		
vo_gothic_gothic_	static_00_	talk_idle_03	vo_gothic_gothic_static_00_talk_idle_03	omuk		Static	in thought	makes noise on duty	Ah!	1	哈！	1		
vo_gothic_gothic_	static_00_	talk_idle_04	vo_gothic_gothic_static_00_talk_idle_04	omuk		Static	in thought	makes noise on duty	Hmm …	2	嗯……	1		
vo_gothic_gothic_	static_00_	talk_idle_05	vo_gothic_gothic_static_00_talk_idle_05	omuk		Static	in thought	makes noise on duty	Hm, yes.	2	嗯，是的	1		
vo_gothic_gothic_	static_00_	talk_idle_06	vo_gothic_gothic_static_00_talk_idle_06	omuk		Static	relaxed	"makes noise on duty
(long exhale)"	Hah …	2	呃……	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_00	vo_gothic_gothic_static_talk_idle_calm_00	omuk		Static	tense	"makes noise on duty
(mumbling)"	We will win.	3	我们会赢的	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_01	vo_gothic_gothic_static_talk_idle_calm_01	omuk		Static	tense	"makes noise on duty
(mumbling)"	Hrm … curse the Shogun.	5	哼……混蛋将军	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_02	vo_gothic_gothic_static_talk_idle_calm_02	omuk		Static	tense	"makes noise on duty
(mumbling)"	Aim true …	3	瞄准了…	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_03	vo_gothic_gothic_static_talk_idle_calm_03	omuk		Static	nervous	"makes noise on duty
(shivering from stress)"	… hah!	2	……啊！	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_04	vo_gothic_gothic_static_talk_idle_calm_04	omuk		Static	tense	"makes noise on duty
(mumbling)"	Honour in death …	4	虽死犹容……	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_05	vo_gothic_gothic_static_00_talk_idle_battle_05	omuk		Static	rush of battle	makes noise in battle	Reloading!	1	装弹中！	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_06	vo_gothic_gothic_static_00_talk_idle_battle_06	omuk		Static	rush of battle	makes noise in battle	I'm reloading!	2	我在重新装弹!	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_07	vo_gothic_gothic_static_00_talk_idle_battle_07	omuk		Static	rush of battle	makes noise in battle	Cover me!	2	掩护我!	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_08	vo_gothic_gothic_static_00_talk_idle_battle_08	omuk		Static	rush of battle	makes noise in battle	Die, Shogunate scum!	3	去死吧，幕府人渣!	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_09	vo_gothic_gothic_static_00_talk_idle_battle_09	omuk		Static	rush of battle	makes noise in battle	Hold the castle!	3	一定要守住城	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_10	vo_gothic_gothic_static_00_talk_idle_battle_10	omuk		Static	rush of battle	makes noise in battle	Push them back!	3	挡住他们！	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_11	vo_gothic_gothic_static_00_talk_idle_battle_11	omuk		Static	rush of battle	makes noise in battle	Retreat!	1	撤退！	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_12	vo_gothic_gothic_static_00_talk_idle_battle_12	omuk		Static	rush of battle	makes noise in battle	Fall back!	2	撤退!	1		
vo_gothic_gothic_	static_00_	talk_idle_battle_13	vo_gothic_gothic_static_00_talk_idle_battle_13	omuk		Static	rush of battle	makes noise in battle	Officer dead!	2	指挥官死了！	1		
vo_gothic_gothic_	static_00_	talk_idle_daimyo_00	vo_gothic_gothic_static_00_talk_idle_daimyo_00	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	For lord Yabu.	3	为了薮大人	1		
vo_gothic_gothic_	static_00_	talk_idle_general_00	vo_gothic_gothic_static_00_talk_idle_general_00	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	For lord Okkoto.	3	为了乙事大人	1		
vo_gothic_gothic_	static_00_	talk_idle_kagesama_00	vo_gothic_gothic_static_00_talk_idle_kagesama_00	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	For Kage-sama.	2	为了影大人	1		
vo_gothic_gothic_	static_00_	talk_idle_kagesama_01	vo_gothic_gothic_static_00_talk_idle_kagesama_01	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	For Lord Noboru.	3	为了昇大人	1		
vo_gothic_gothic_	static_00_	talk_idle_night_00	vo_gothic_gothic_static_00_talk_idle_night_00	omuk		Static	tired	"makes noise on duty
(mumbling)"	Hmm … sake.	3	嗯…想喝酒了	1		
vo_gothic_gothic_	static_00_	talk_idle_night_01	vo_gothic_gothic_static_00_talk_idle_night_01	omuk		Static	tired	"makes noise on duty
(mumbling)"	Been up all day.	4	…忙了一整天了	1		
vo_gothic_gothic_	static_00_	talk_idle_night_02	vo_gothic_gothic_static_00_talk_idle_night_02	omuk		Static	tired	"makes noise on duty
(mumbling)"	The night is gloomy.	4	夜好黑啊	1		
vo_gothic_gothic_	static_00_	talk_idle_night_03	vo_gothic_gothic_static_00_talk_idle_night_03	omuk		Static	tired	(sound) short yawn		0		0		
vo_gothic_gothic_	static_00_	talk_idle_night_04	vo_gothic_gothic_static_00_talk_idle_night_04	omuk		Static	tired	(sound) longer yawn		0		0		
vo_gothic_gothic_	static_00_	talk_idle_snow_00	vo_gothic_gothic_static_00_talk_idle_snow_00	omuk		Static	cold	"makes noise on duty
(mumbling)"	Damn snow.	2	呃，该死的雪	1		
vo_gothic_gothic_	static_00_	talk_idle_snow_01	vo_gothic_gothic_static_00_talk_idle_snow_01	omuk		Static	cold	"makes noise on duty
(mumbling)"	It is freezing.	3	真冷啊	1		
vo_gothic_gothic_	static_00_	talk_idle_snow_02	vo_gothic_gothic_static_00_talk_idle_snow_02	omuk		Static	cold	"makes noise on duty
(mumbling)"	So cold.	2	啊！好冷	1		
vo_gothic_gothic_	static_00_	talk_idle_snow_03	vo_gothic_gothic_static_00_talk_idle_snow_03	omuk		Static	cold	(sound) slight shiver		0		0		
vo_gothic_gothic_	static_00_	talk_idle_snow_04	vo_gothic_gothic_static_00_talk_idle_snow_04	omuk		Static	cold	(sound) strong shiver		0		0		
vo_gothic_gothic_	static_00_	talk_npc_00	vo_gothic_gothic_static_00_talk_npc_00	omuk		Static	dismissive	dialog without topic	That does not concern me.	5	啊...与我无关	1		
vo_gothic_gothic_	static_00_	talk_npc_01	vo_gothic_gothic_static_00_talk_npc_01	omuk		Static	aggree	dialog without topic	That much is known.	4	对啊是这样的	1		
vo_gothic_gothic_	static_00_	talk_npc_02	vo_gothic_gothic_static_00_talk_npc_02	omuk		Static	dismissive	dialog without topic	You should not believe everything you hear.	7	不要听到什么都相信啊	1		
vo_gothic_gothic_	static_00_	talk_npc_03	vo_gothic_gothic_static_00_talk_npc_03	omuk		Static	disagree	dialog without topic	I have heard otherwise.	4	我听到的恰恰相反	1		
vo_gothic_gothic_	static_00_	talk_npc_04	vo_gothic_gothic_static_00_talk_npc_04	omuk		Static	aggree	dialog without topic	Just how it has always been.	6	是啊，一向如此嘛	1		
vo_gothic_gothic_	static_00_	talk_npc_05	vo_gothic_gothic_static_00_talk_npc_05	omuk		Static	dismissive	dialog without topic	He is a fool. Don't listen to him.	8	他是傻子，别听他的	1		
vo_gothic_gothic_	static_00_	talk_npc_06	vo_gothic_gothic_static_00_talk_npc_06	omuk		Static	aggree	dialog without topic	We can agree on that.	5	对，我也是这么想的	1		
