PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN
vo_ply_ply_	alc_	ammo_pickup_execute_	tense_00	vo_ply_ply_alc_ammo_pickup_execute_tense_00				omuk	philipp	pickup ammo	Alchemist	tense		よいじゃろう
vo_ply_ply_	alc_	ammo_pickup_execute_	tense_01	vo_ply_ply_alc_ammo_pickup_execute_tense_01				omuk	philipp	pickup ammo	Alchemist	tense		良き導きじゃ
vo_ply_ply_	alc_	ammo_pickup_execute_	tense_02	vo_ply_ply_alc_ammo_pickup_execute_tense_02				omuk	philipp	pickup ammo	Alchemist	tense		幸運じゃな
vo_ply_ply_	alc_	ammo_pickup_execute_	dark_00	vo_ply_ply_alc_ammo_pickup_execute_dark_00				omuk	philipp	pickup ammo	Alchemist	dark		うまくつかわんとのう…
vo_ply_ply_	alc_	grenade_select_	normal_00	vo_ply_ply_alc_grenade_select_normal_00				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	stealthy		ほっほ、花火の準備はできたぞい
vo_ply_ply_	alc_	grenade_select_	normal_01	vo_ply_ply_alc_grenade_select_normal_01				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	stealthy		ほっほ、耳はふさいだかの？
vo_ply_ply_	alc_	grenade_select_	normal_02	vo_ply_ply_alc_grenade_select_normal_02				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	stealthy		焙烙火矢
vo_ply_ply_	alc_	grenade_select_	normal_03	vo_ply_ply_alc_grenade_select_normal_03				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	stealthy		簡単爆弾
vo_ply_ply_	alc_	grenade_select_	tense_00	vo_ply_ply_alc_grenade_select_tense_00				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	tense		うーむ、花火の準備はできたぞい
vo_ply_ply_	alc_	grenade_select_	tense_01	vo_ply_ply_alc_grenade_select_tense_01				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	tense		覚悟せい！
vo_ply_ply_	alc_	grenade_select_	tense_02	vo_ply_ply_alc_grenade_select_tense_02				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	tense		焙烙火矢
vo_ply_ply_	alc_	grenade_select_	dark_00	vo_ply_ply_alc_grenade_select_dark_00				omuk	philipp	"sel skill grenade
switch from stungren."	Alchemist	dark		破壊じゃ…
vo_ply_ply_	alc_	grenade_execute_	normal_00	vo_ply_ply_alc_grenade_execute_normal_00				omuk	philipp	use skill grenade	Alchemist			行け
vo_ply_ply_	alc_	grenade_execute_	normal_01	vo_ply_ply_alc_grenade_execute_normal_01				omuk	philipp	use skill grenade	Alchemist			落ち着け！
vo_ply_ply_	alc_	grenade_execute_	normal_02	vo_ply_ply_alc_grenade_execute_normal_02				omuk	philipp	use skill grenade	Alchemist			はああ！
vo_ply_ply_	alc_	grenade_comment_	normal_00	vo_ply_ply_alc_grenade_comment_normal_00				omuk		after skill grenade	Alchemist	stealthy	rare	ほっほ、いい爆発じゃ
vo_ply_ply_	alc_	grenade_comment_	normal_01	vo_ply_ply_alc_grenade_comment_normal_01				omuk		after skill grenade	Alchemist	stealthy	rare	うーむ、調合が違うのかの
vo_ply_ply_	alc_	grenade_comment_	normal_02	vo_ply_ply_alc_grenade_comment_normal_02				omuk		after skill grenade	Alchemist	stealthy	rare	さぁ、次は誰かのう
vo_ply_ply_	alc_	grenade_comment_	tense_00	vo_ply_ply_alc_grenade_comment_tense_00				omuk		after skill grenade	Alchemist	tense	rare	もうあまりないぞい
vo_ply_ply_	alc_	grenade_comment_	dark_00	vo_ply_ply_alc_grenade_comment_dark_00				omuk		after skill grenade	Alchemist	dark	rare	うーむ、限界があるんじゃ
vo_ply_ply_	alc_	stungrenade_select_	normal_00	vo_ply_ply_alc_stungrenade_select_normal_00				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	stealthy		うーむ、これで眠らせてやるわい
vo_ply_ply_	alc_	stungrenade_select_	normal_01	vo_ply_ply_alc_stungrenade_select_normal_01				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	stealthy		同感よ死ぬ必要は無いんじゃ
vo_ply_ply_	alc_	stungrenade_select_	normal_02	vo_ply_ply_alc_stungrenade_select_normal_02				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	stealthy		ほっほ、敵は幸運じゃな
vo_ply_ply_	alc_	stungrenade_select_	tense_00	vo_ply_ply_alc_stungrenade_select_tense_00				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	tense		眠らせてやろう
vo_ply_ply_	alc_	stungrenade_select_	tense_01	vo_ply_ply_alc_stungrenade_select_tense_01				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	tense		うーむ、殺す必要はないか
vo_ply_ply_	alc_	stungrenade_select_	tense_02	vo_ply_ply_alc_stungrenade_select_tense_02				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	tense		敵はついておるわい
vo_ply_ply_	alc_	stungrenade_select_	dark_00	vo_ply_ply_alc_stungrenade_select_dark_00				omuk	philipp	"sel skill stungrenade
switch from grenade"	Alchemist	dark		うーむ、やさしすぎるのう
vo_ply_ply_	alc_	stungrenade_execute_	normal_00	vo_ply_ply_alc_stungrenade_execute_normal_00				omuk	philipp	use skill stungrenade	Alchemist		"same as grenade
don't record"	
vo_ply_ply_	alc_	stungrenade_execute_	normal_01	vo_ply_ply_alc_stungrenade_execute_normal_01				omuk	philipp	use skill stungrenade	Alchemist		"same as grenade
don't record"	
vo_ply_ply_	alc_	stungrenade_execute_	normal_02	vo_ply_ply_alc_stungrenade_execute_normal_02				omuk	philipp	use skill stungrenade	Alchemist		"same as grenade
don't record"	
vo_ply_ply_	alc_	stungrenade_comment_	normal_00	vo_ply_ply_alc_stungrenade_comment_normal_00				omuk		after skill stungrenade	Alchemist	stealthy	rare	疲れたのかの、ほっほ？
vo_ply_ply_	alc_	stungrenade_comment_	normal_01	vo_ply_ply_alc_stungrenade_comment_normal_01				omuk		after skill stungrenade	Alchemist	stealthy	rare	戦のさなか眠るとはのう？
vo_ply_ply_	alc_	stungrenade_comment_	normal_02	vo_ply_ply_alc_stungrenade_comment_normal_02				omuk		after skill stungrenade	Alchemist	stealthy	rare	そうだ、眠れ
vo_ply_ply_	alc_	stungrenade_comment_	tense_00	vo_ply_ply_alc_stungrenade_comment_tense_00				omuk		after skill stungrenade	Alchemist	tense	rare	今は眠れ
vo_ply_ply_	alc_	stungrenade_comment_	dark_00	vo_ply_ply_alc_stungrenade_comment_dark_00				omuk		after skill stungrenade	Alchemist	dark	rare	うーむ、もっと効いてくれるといいんじゃが…
vo_ply_ply_	alc_	tanuki_place_select_	normal_00	vo_ply_ply_alc_tanuki_place_select_normal_00				omuk	philipp	sel skill place tanuki	Alchemist	stealthy		クマ
vo_ply_ply_	alc_	tanuki_place_select_	normal_01	vo_ply_ply_alc_tanuki_place_select_normal_01				omuk	philipp	sel skill place tanuki	Alchemist	stealthy		うーむ、いいか？
vo_ply_ply_	alc_	tanuki_place_select_	normal_02	vo_ply_ply_alc_tanuki_place_select_normal_02				omuk	philipp	sel skill place tanuki	Alchemist	stealthy		クマ、聞くんじゃ
vo_ply_ply_	alc_	tanuki_place_select_	tense_00	vo_ply_ply_alc_tanuki_place_select_tense_00				omuk	philipp	sel skill place tanuki	Alchemist	tense		クマ！
vo_ply_ply_	alc_	tanuki_place_select_	tense_01	vo_ply_ply_alc_tanuki_place_select_tense_01				omuk	philipp	sel skill place tanuki	Alchemist	tense		さあ
vo_ply_ply_	alc_	tanuki_place_select_	tense_02	vo_ply_ply_alc_tanuki_place_select_tense_02				omuk	philipp	sel skill place tanuki	Alchemist	tense		クマ、聞いておくれ
vo_ply_ply_	alc_	tanuki_place_select_	dark_00	vo_ply_ply_alc_tanuki_place_select_dark_00				omuk	philipp	sel skill place tanuki	Alchemist	dark		友よ…
vo_ply_ply_	alc_	tanuki_place_execute_	normal_00	vo_ply_ply_alc_tanuki_place_execute_normal_00				omuk	philipp	use skill place tanuki	Alchemist	stealthy		クマ、行け
vo_ply_ply_	alc_	tanuki_place_execute_	normal_01	vo_ply_ply_alc_tanuki_place_execute_normal_01				omuk	philipp	use skill place tanuki	Alchemist	stealthy		ほっほ、出番じゃ
vo_ply_ply_	alc_	tanuki_place_execute_	normal_02	vo_ply_ply_alc_tanuki_place_execute_normal_02				omuk	philipp	use skill place tanuki	Alchemist	stealthy		よし、わかっとるな？
vo_ply_ply_	alc_	tanuki_place_execute_	tense_00	vo_ply_ply_alc_tanuki_place_execute_tense_00				omuk	philipp	use skill place tanuki	Alchemist	tense		行け
vo_ply_ply_	alc_	tanuki_place_execute_	tense_01	vo_ply_ply_alc_tanuki_place_execute_tense_01				omuk	philipp	use skill place tanuki	Alchemist	tense		出番じゃ
vo_ply_ply_	alc_	tanuki_place_execute_	tense_02	vo_ply_ply_alc_tanuki_place_execute_tense_02				omuk	philipp	use skill place tanuki	Alchemist	tense		よし、行くんじゃ
vo_ply_ply_	alc_	tanuki_place_execute_	dark_00	vo_ply_ply_alc_tanuki_place_execute_dark_00				omuk	philipp	use skill place tanuki	Alchemist	dark		ワシらを助けるんじゃ
vo_ply_ply_	alc_	tanuki_howl_start_	normal_00	vo_ply_ply_alc_tanuki_howl_start_normal_00				omuk	philipp	start howl tanuki	Alchemist	stealthy		クマ、気を引くんじゃ
vo_ply_ply_	alc_	tanuki_howl_start_	normal_01	vo_ply_ply_alc_tanuki_howl_start_normal_01				omuk	philipp	start howl tanuki	Alchemist	stealthy		吠えるんじゃ
vo_ply_ply_	alc_	tanuki_howl_start_	normal_02	vo_ply_ply_alc_tanuki_howl_start_normal_02				omuk	philipp	start howl tanuki	Alchemist	stealthy		クマ、惑わすんじゃ
vo_ply_ply_	alc_	tanuki_howl_start_	tense_00	vo_ply_ply_alc_tanuki_howl_start_tense_00				omuk	philipp	start howl tanuki	Alchemist	tense		気を引くんじゃ
vo_ply_ply_	alc_	tanuki_howl_start_	tense_01	vo_ply_ply_alc_tanuki_howl_start_tense_01				omuk	philipp	start howl tanuki	Alchemist	tense		ほえろ
vo_ply_ply_	alc_	tanuki_howl_start_	tense_02	vo_ply_ply_alc_tanuki_howl_start_tense_02				omuk	philipp	start howl tanuki	Alchemist	tense		引き付けるんじゃ
vo_ply_ply_	alc_	tanuki_howl_start_	dark_00	vo_ply_ply_alc_tanuki_howl_start_dark_00				omuk	philipp	start howl tanuki	Alchemist	dark		ワシらの為に引き付けるんじゃ
vo_ply_ply_	alc_	tanuki_howl_stop_	normal_00	vo_ply_ply_alc_tanuki_howl_stop_normal_00				omuk	philipp	stop howl tanuki	Alchemist	stealthy		クマ、止まれ
vo_ply_ply_	alc_	tanuki_howl_stop_	normal_01	vo_ply_ply_alc_tanuki_howl_stop_normal_01				omuk	philipp	stop howl tanuki	Alchemist	stealthy		十分だ、クマ
vo_ply_ply_	alc_	tanuki_howl_stop_	normal_02	vo_ply_ply_alc_tanuki_howl_stop_normal_02				omuk	philipp	stop howl tanuki	Alchemist	stealthy		良い子じゃ、よくやった
vo_ply_ply_	alc_	tanuki_howl_stop_	tense_00	vo_ply_ply_alc_tanuki_howl_stop_tense_00				omuk	philipp	stop howl tanuki	Alchemist	tense		止まれ
vo_ply_ply_	alc_	tanuki_howl_stop_	tense_01	vo_ply_ply_alc_tanuki_howl_stop_tense_01				omuk	philipp	stop howl tanuki	Alchemist	tense		十分だ
vo_ply_ply_	alc_	tanuki_howl_stop_	tense_02	vo_ply_ply_alc_tanuki_howl_stop_tense_02				omuk	philipp	stop howl tanuki	Alchemist	tense		よくやった
vo_ply_ply_	alc_	tanuki_howl_stop_	dark_00	vo_ply_ply_alc_tanuki_howl_stop_dark_00				omuk	philipp	stop howl tanuki	Alchemist	dark		十分だ…
vo_ply_ply_	alc_	tanuki_callback_select_	normal_00	vo_ply_ply_alc_tanuki_callback_select_normal_00				omuk	philipp	sel call back tanuki	Alchemist	stealthy		うーむ、クマを呼ぶべきかの
vo_ply_ply_	alc_	tanuki_callback_select_	normal_01	vo_ply_ply_alc_tanuki_callback_select_normal_01				omuk	philipp	sel call back tanuki	Alchemist	stealthy		クマは戻るべきじゃろうな
vo_ply_ply_	alc_	tanuki_callback_select_	normal_02	vo_ply_ply_alc_tanuki_callback_select_normal_02				omuk	philipp	sel call back tanuki	Alchemist	stealthy		ほっほ、戻ってきたいようじゃの
vo_ply_ply_	alc_	tanuki_callback_select_	tense_00	vo_ply_ply_alc_tanuki_callback_select_tense_00				omuk	philipp	sel call back tanuki	Alchemist	tense		呼ぶべきじゃな
vo_ply_ply_	alc_	tanuki_callback_select_	tense_01	vo_ply_ply_alc_tanuki_callback_select_tense_01				omuk	philipp	sel call back tanuki	Alchemist	tense		戻るべきじゃ
vo_ply_ply_	alc_	tanuki_callback_select_	tense_02	vo_ply_ply_alc_tanuki_callback_select_tense_02				omuk	philipp	sel call back tanuki	Alchemist	tense		帰って来るべきじゃ
vo_ply_ply_	alc_	tanuki_callback_select_	dark_00	vo_ply_ply_alc_tanuki_callback_select_dark_00				omuk	philipp	sel call back tanuki	Alchemist	dark		お前が必要じゃ…
vo_ply_ply_	alc_	tanuki_callback_comment_	normal_00	vo_ply_ply_alc_tanuki_callback_comment_normal_00				omuk		after call back tanuki	Alchemist	stealthy	rare	クマ、戻れ
vo_ply_ply_	alc_	tanuki_callback_comment_	tense_00	vo_ply_ply_alc_tanuki_callback_comment_tense_00				omuk		after call back tanuki	Alchemist	tense	rare	戻ってこい
vo_ply_ply_	alc_	tanuki_callback_comment_	dark_00	vo_ply_ply_alc_tanuki_callback_comment_dark_00				omuk		after call back tanuki	Alchemist	dark	rare	帰ってこい…
vo_ply_ply_	alc_	tanuki_pickup_	normal_00	vo_ply_ply_alc_tanuki_pickup_normal_00				omuk		pickup tanuki	Alchemist	stealthy	rare	ほっほ、もう疲れたかの？
vo_ply_ply_	alc_	tanuki_pickup_	normal_01	vo_ply_ply_alc_tanuki_pickup_normal_01				omuk		pickup tanuki	Alchemist	stealthy	rare	よく戻ってきたの、ほっほ
vo_ply_ply_	alc_	tanuki_pickup_	normal_02	vo_ply_ply_alc_tanuki_pickup_normal_02				omuk		pickup tanuki	Alchemist	stealthy	rare	うーむ、よくやったわい
vo_ply_ply_	alc_	tanuki_pickup_	tense_00	vo_ply_ply_alc_tanuki_pickup_tense_00				omuk		pickup tanuki	Alchemist	tense	rare	よう来た
vo_ply_ply_	alc_	tanuki_pickup_	dark_00	vo_ply_ply_alc_tanuki_pickup_dark_00				omuk		pickup tanuki	Alchemist	dark	rare	よくやった
vo_ply_ply_	alc_	tanuki_invincible_	normal_00	vo_ply_ply_alc_tanuki_invincible_normal_00				omuk		"tanuki is invincible
(i.e. survives explosion)"	Alchemist	suspicious	in case the player throws a grenade on Kuma or something	よくぞ無事だったのう、クマ！
vo_ply_ply_	alc_	tanuki_invincible_	normal_01	vo_ply_ply_alc_tanuki_invincible_normal_01				omuk		"tanuki is invincible
(i.e. survives explosion)"	Alchemist	intrigued	in case the player throws a grenade on Kuma or something	うーむ、傷ひとつないのう。どうやったんじゃ？
vo_ply_ply_	alc_	tanuki_invincible_	normal_02	vo_ply_ply_alc_tanuki_invincible_normal_02				omuk		"tanuki is invincible
(i.e. survives explosion)"	Alchemist	"worried
relieved"	in case the player throws a grenade on Kuma or something	クマ！…無傷なのか？
vo_ply_ply_	alc_	gun_select_	normal_00	vo_ply_ply_alc_gun_select_normal_00				omuk	philipp	sel skill gun	Alchemist	stealthy		うむ、小さい武器を使う時じゃ
vo_ply_ply_	alc_	gun_select_	normal_01	vo_ply_ply_alc_gun_select_normal_01				omuk	philipp	sel skill gun	Alchemist	stealthy		中距離で十分じゃ
vo_ply_ply_	alc_	gun_select_	normal_02	vo_ply_ply_alc_gun_select_normal_02				omuk	philipp	sel skill gun	Alchemist	stealthy		種子島の羨む
vo_ply_ply_	alc_	gun_select_	tense_00	vo_ply_ply_alc_gun_select_tense_00				omuk	philipp	sel skill gun	Alchemist	tense		うーむ、小さき武器じゃ
vo_ply_ply_	alc_	gun_select_	tense_01	vo_ply_ply_alc_gun_select_tense_01				omuk	philipp	sel skill gun	Alchemist	tense		中距離
vo_ply_ply_	alc_	gun_select_	tense_02	vo_ply_ply_alc_gun_select_tense_02				omuk	philipp	sel skill gun	Alchemist	tense		いい武器じゃ
vo_ply_ply_	alc_	gun_select_	dark_00	vo_ply_ply_alc_gun_select_dark_00				omuk	philipp	sel skill gun	Alchemist	dark		武器を取る…
vo_ply_ply_	alc_	gun_comment_	normal_00	vo_ply_ply_alc_gun_comment_normal_00				omuk		after skill gun	Alchemist	stealthy	"rare after shot
not after last shot"	ほっほ、装弾じゃ
vo_ply_ply_	alc_	gun_command_	normal_01	vo_ply_ply_alc_gun_command_normal_01				omuk		after skill gun	Alchemist	stealthy	after loading last shot	うーむ、最後の一発
vo_ply_ply_	alc_	gun_command_	tense_00	vo_ply_ply_alc_gun_command_tense_00				omuk		after skill gun	Alchemist	tense	"rare after shot
not after last shot"	はぁ、装弾じゃ
vo_ply_ply_	alc_	gun_command_	tense_01	vo_ply_ply_alc_gun_command_tense_01				omuk		after skill gun	Alchemist	tense	after loading last shot	はぁ、最後の一発
vo_ply_ply_	alc_	gun_command_	dark_00	vo_ply_ply_alc_gun_command_dark_00				omuk		after skill gun	Alchemist	dark	"rare after shot
not after last shot"	弾を…
vo_ply_ply_	alc_	gun_command_	dark_01	vo_ply_ply_alc_gun_command_dark_01				omuk		after skill gun	Alchemist	dark	after loading last shot	最後の一発…
vo_ply_ply_	alc_	heal_select_	normal_00	vo_ply_ply_alc_heal_select_normal_00				omuk	philipp	sel skill heal	Alchemist	stealthy		ほっほ、どこを治したもんかのう
vo_ply_ply_	alc_	heal_select_	normal_01	vo_ply_ply_alc_heal_select_normal_01				omuk	philipp	sel skill heal	Alchemist	stealthy		へっ、どんな傷も治せるぞい
vo_ply_ply_	alc_	heal_select_	normal_02	vo_ply_ply_alc_heal_select_normal_02				omuk	philipp	sel skill heal	Alchemist	stealthy		うーむ、治療が必要なのはおるかの？
vo_ply_ply_	alc_	heal_select_	tense_00	vo_ply_ply_alc_heal_select_tense_00				omuk	philipp	sel skill heal	Alchemist	tense		どこを治したもんかの
vo_ply_ply_	alc_	heal_select_	tense_01	vo_ply_ply_alc_heal_select_tense_01				omuk	philipp	sel skill heal	Alchemist	tense		傷を治すぞい
vo_ply_ply_	alc_	heal_select_	tense_02	vo_ply_ply_alc_heal_select_tense_02				omuk	philipp	sel skill heal	Alchemist	tense		うーむ、負傷はあるか？
vo_ply_ply_	alc_	heal_select_	dark_00	vo_ply_ply_alc_heal_select_dark_00				omuk	philipp	sel skill heal	Alchemist	dark		傷はあるかの？
vo_ply_ply_	alc_	heal_execute_	normal_00	vo_ply_ply_alc_heal_execute_normal_00				omuk	philipp	use skill heal	Alchemist		(sound) treats wound	
vo_ply_ply_	alc_	heal_execute_	normal_01	vo_ply_ply_alc_heal_execute_normal_01				omuk	philipp	use skill heal	Alchemist		(sound) treats wound	
vo_ply_ply_	alc_	heal_execute_	normal_02	vo_ply_ply_alc_heal_execute_normal_02				omuk	philipp	use skill heal	Alchemist		(sound) treats wound	
vo_ply_ply_	alc_	heal_comment_	normal_00	vo_ply_ply_alc_heal_comment_normal_00				omuk		after skill heal	Alchemist	stealthy	rare	うーむ、見てやるかの
vo_ply_ply_	alc_	heal_comment_	normal_01	vo_ply_ply_alc_heal_comment_normal_01				omuk		after skill heal	Alchemist	stealthy	rare	ほっほ、大したことはないぞい
vo_ply_ply_	alc_	heal_comment_	normal_02	vo_ply_ply_alc_heal_comment_normal_02				omuk		after skill heal	Alchemist	stealthy	rare	痛みが引くじゃろう
vo_ply_ply_	alc_	heal_comment_	tense_00	vo_ply_ply_alc_heal_comment_tense_00				omuk		after skill heal	Alchemist	tense	rare	すぐ良くなろう
vo_ply_ply_	alc_	heal_comment_	dark_00	vo_ply_ply_alc_heal_comment_dark_00				omuk		after skill heal	Alchemist	dark	rare	死んでは何も残らんぞ
vo_ply_ply_	alc_	key_door_	normal_00	vo_ply_ply_alc_key_door_normal_00				omuk	philipp	can't open locked gate	Alchemist	stealthy		ふむ、鍵がかかってる所に来ちまったかのう
vo_ply_ply_	alc_	key_door_	normal_01	vo_ply_ply_alc_key_door_normal_01				omuk	philipp	can't open locked gate	Alchemist	stealthy		こういう時は鍵を探すんじゃよ
vo_ply_ply_	alc_	key_door_	normal_02	vo_ply_ply_alc_key_door_normal_02				omuk	philipp	can't open locked gate	Alchemist	stealthy		うーむ、鍵がかかっとるのぅ。近くに鍵があるはずじゃ
vo_ply_ply_	alc_	key_pickup_	normal_00	vo_ply_ply_alc_key_pickup_normal_00				omuk	philipp	pickup key	Alchemist	stealthy		鍵？興味深いのう
vo_ply_ply_	alc_	key_pickup_	normal_01	vo_ply_ply_alc_key_pickup_normal_01				omuk	philipp	pickup key	Alchemist	stealthy		この鍵にあう鍵穴があるはずじゃ
vo_ply_ply_	alc_	key_pickup_	normal_02	vo_ply_ply_alc_key_pickup_normal_02				omuk	philipp	pickup key	Alchemist	stealthy		うーむ、クマに鍵の取り方を教えるかのう
vo_ply_ply_	alc_	key_unlock_	normal_00	vo_ply_ply_alc_key_unlock_normal_00				omuk	philipp	unlock gate with key	Alchemist	stealthy		おぉ！門が開いたぞい 
vo_ply_ply_	alc_	key_unlock_	normal_01	vo_ply_ply_alc_key_unlock_normal_01				omuk	philipp	unlock gate with key	Alchemist	stealthy		見よ門が開いたぞい
vo_ply_ply_	alc_	key_unlock_	normal_02	vo_ply_ply_alc_key_unlock_normal_02				omuk	philipp	unlock gate with key	Alchemist	stealthy		ワシの作る鍵じゃ合わんかったろうな
vo_ply_ply_	alc_	joke_wait	normal_00	vo_ply_ply_alc_joke_waitnormal_00						waiting too long	Alchemist		(sound) whistling humming	
vo_ply_ply_	alc_	joke_running	normal_00	vo_ply_ply_alc_joke_runningnormal_00						running too much	Alchemist		(sound) heavy breathing	
vo_ply_ply_	alc_	joke_char_select_	normal_00	vo_ply_ply_alc_joke_char_select_normal_00						char select too often	Alchemist			覚悟はできとる。準備万端じゃ
vo_ply_ply_	alc_	joke_char_select_	normal_01	vo_ply_ply_alc_joke_char_select_normal_01						char select too often	Alchemist		unused, don't record	
vo_ply_ply_	alc_	joke_char_select_	normal_02	vo_ply_ply_alc_joke_char_select_normal_02						char select too often	Alchemist			"余命 いくばくか
ある夜短し
- 正岡子規"
vo_ply_ply_	alc_	joke_char_select_	normal_03	vo_ply_ply_alc_joke_char_select_normal_03						char select too often	Alchemist			"古池や
蛙飛び込む水の音
- 松尾芭蕉"
vo_ply_ply_	alc_	joke_char_select_	normal_04	vo_ply_ply_alc_joke_char_select_normal_04						char select too often	Alchemist			"柿喰ひの 俳句好みしと 伝ふべし
- 正岡子規"
vo_ply_ply_	alc_	joke_char_select_	normal_05	vo_ply_ply_alc_joke_char_select_normal_05						char select too often	Alchemist			"なれ過た 鮓(すし)をるじの 遺恨哉
- 与謝蕪村"
vo_ply_ply_	alc_	joke_char_select_	normal_06	vo_ply_ply_alc_joke_char_select_normal_06						char select too often	Alchemist			"雀の子そこのけそこのけお馬が通る
- 小林一茶"
vo_ply_ply_	alc_	joke_char_select_	normal_07	vo_ply_ply_alc_joke_char_select_normal_07						char select too often	Alchemist		unused, don't record	
vo_ply_ply_	alc_	joke_char_select_	normal_08	vo_ply_ply_alc_joke_char_select_normal_08						char select too often	Alchemist		unused, don't record	
vo_ply_ply_	alc_	joke_char_select_	normal_09	vo_ply_ply_alc_joke_char_select_normal_09						char select too often	Alchemist		unused, don't record	
														
														WORDCOUNT EN:
														
														
														
														
														
														
