2,3,9									
PREFIX	TYPE	SUFFIX	NAME	REC.	IMPL.	SPEAKER	MOOD	COMMENT	EN
vo_eny_eny_	static_00_	investigate_self_00	vo_eny_eny_static_00_investigate_self_00	omuk		Static	anxious	no one else around, has to leave his post	俺以外にはいないな…。
vo_eny_eny_	static_00_	investigate_self_01	vo_eny_eny_static_00_investigate_self_01	omuk		Static	anxious	no one else around, has to leave his post	しょうがない。持ち場を離れるか。
vo_eny_eny_	static_00_	investigate_self_02	vo_eny_eny_static_00_investigate_self_02	omuk		Static	anxious	no one else around, has to leave his post	俺だけか。調査に行かないと…。
vo_eny_eny_	static_00_	investigate_start_00	vo_eny_eny_static_00_investigate_start_00	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	どこにいるんだ？
vo_eny_eny_	static_00_	investigate_start_01	vo_eny_eny_static_00_investigate_start_01	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	誰かいるか？
vo_eny_eny_	static_00_	investigate_start_02	vo_eny_eny_static_00_investigate_start_02	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	そこにいるんだろ！
vo_eny_eny_	static_00_	investigate_start_03	vo_eny_eny_static_00_investigate_start_03	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	見つけてやるからな！
vo_eny_eny_	static_00_	investigate_start_04	vo_eny_eny_static_00_investigate_start_04	omuk	hambo	Static	tense	"starts investigating area
(same as squad solo)"	出てこい！
vo_eny_eny_	static_00_	investigate_too_long_00	vo_eny_eny_static_00_investigate_too_long_00	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	わざわざ行くのも面倒だな。
vo_eny_eny_	static_00_	investigate_too_long_01	vo_eny_eny_static_00_investigate_too_long_01	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	遠すぎるぞ。
vo_eny_eny_	static_00_	investigate_too_long_02	vo_eny_eny_static_00_investigate_too_long_02	omuk	hambo	Static	suspicious, then lazy	hears noise, but getting there is too complicated	向こうの方だから、いいか。
vo_eny_eny_	static_00_	investigate_unreachable_00	vo_eny_eny_static_00_investigate_unreachable_00	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	あそこまでは行けないな。
vo_eny_eny_	static_00_	investigate_unreachable_01	vo_eny_eny_static_00_investigate_unreachable_01	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	道が塞がっている。
vo_eny_eny_	static_00_	investigate_unreachable_02	vo_eny_eny_static_00_investigate_unreachable_02	omuk	hambo	Static	suspicious	wants to investigate spot, but can't get there	面倒だな。
vo_eny_eny_	static_00_	knockout_scream_00	vo_eny_eny_static_00_knockout_scream_00	omuk	hambo	Static	stunned	(sound) gets knocked out	
vo_eny_eny_	static_00_	knockout_scream_01	vo_eny_eny_static_00_knockout_scream_01	omuk	hambo	Static	stunned	(sound) gets knocked out	
vo_eny_eny_	static_00_	knockout_scream_02	vo_eny_eny_static_00_knockout_scream_02	omuk	hambo	Static	stunned	(sound) gets knocked out	
vo_eny_eny_	static_00_	knockout_scream_03	vo_eny_eny_static_00_knockout_scream_03	omuk	hambo	Static	stunned	(sound) gets knocked out	
vo_eny_eny_	static_00_	knockout_scream_04	vo_eny_eny_static_00_knockout_scream_04	omuk	hambo	Static	stunned	(sound) gets knocked out	
vo_eny_eny_	static_00_	laugh_evil_00	vo_eny_eny_static_00_laugh_evil_00	omuk		Static		(sound) dark laugh	
vo_eny_eny_	static_00_	laugh_good_00	vo_eny_eny_static_00_laugh_good_00	omuk		Static		(sound) humorous laugh	
vo_eny_eny_	static_00_	make_toast_00	vo_eny_eny_static_00_make_toast_00	omuk		Static		(sound) makes a toast	
vo_eny_eny_	static_00_	officer_alert_00	vo_eny_eny_static_00_officer_alert_00	omuk		Static	tense	instructs other guards to stay alert	警戒を怠るな。暗殺者がどこかにいるんだ。
vo_eny_eny_	static_00_	officer_alert_01	vo_eny_eny_static_00_officer_alert_01	omuk		Static	tense	instructs other guards to stay alert	敵はまだ近くにいるぞ。気を付けろよ。
vo_eny_eny_	static_00_	officer_alert_02	vo_eny_eny_static_00_officer_alert_02	omuk		Static	tense	instructs other guards to stay alert	騙されるんじゃないぞ。敵はまだいるぞ。
vo_eny_eny_	static_00_	officer_alert_03	vo_eny_eny_static_00_officer_alert_03	omuk		Static	tense	instructs other guards to stay alert	暗闇には気を付けろ。敵が潜んでいるかもしれん。
vo_eny_eny_	static_00_	officer_alert_04	vo_eny_eny_static_00_officer_alert_04	omuk		Static	tense	instructs other guards to stay alert	まとまって行動するんだ。はぐれるな。
vo_eny_eny_	static_00_	officer_alert_05	vo_eny_eny_static_00_officer_alert_05	omuk		Static	tense	instructs other guards to stay alert	敵は弱みに付け込んでくるぞ。死を見せてやれ。
vo_eny_eny_	static_00_	officer_alert_06	vo_eny_eny_static_00_officer_alert_06	omuk		Static	tense	instructs other guards to stay alert	見つけ次第攻撃だ。情けは無用だぞ。
vo_eny_eny_	static_00_	officer_alert_07	vo_eny_eny_static_00_officer_alert_07	omuk		Static	tense	instructs other guards to stay alert	ひるむんじゃないぞ。
vo_eny_eny_	static_00_	officer_alert_08	vo_eny_eny_static_00_officer_alert_08	omuk		Static	tense	instructs other guards to stay alert	恐怖を教えてやるんだ。草の根を分けても探し出せ。
vo_eny_eny_	static_00_	pickup_object_00	vo_eny_eny_static_00_pickup_object_00	omuk		Static		(sound) pickup heavy object	
vo_eny_eny_	static_00_	regain_consciousness_00	vo_eny_eny_static_00_regain_consciousness_00	omuk	hambo	Static	ashamed	knocked out, wakes up	わりぃ…。
vo_eny_eny_	static_00_	regain_consciousness_01	vo_eny_eny_static_00_regain_consciousness_01	omuk	hambo	Static	headache	knocked out, wakes up	あぅ…頭が…。
vo_eny_eny_	static_00_	regain_consciousness_02	vo_eny_eny_static_00_regain_consciousness_02	omuk	hambo	Static	ashamed	knocked out, wakes up	面目ない…。
vo_eny_eny_	static_00_	regain_consciousness_03	vo_eny_eny_static_00_regain_consciousness_03	omuk	hambo	Static	headache	knocked out, wakes up	うぅ…痛いな…。
vo_eny_eny_	static_00_	regain_consciousness_04	vo_eny_eny_static_00_regain_consciousness_04	omuk	hambo	Static	angry	knocked out, wakes up	いきなり襲われたんだ！
vo_eny_eny_	static_00_	regain_consciousness_05	vo_eny_eny_static_00_regain_consciousness_05	omuk	hambo	Static	angry	knocked out, wakes up	殴られたんだ。
vo_eny_eny_	static_00_	regain_consciousness_06	vo_eny_eny_static_00_regain_consciousness_06	omuk	hambo	Static	angry	knocked out, wakes up	襲われたんだ…！
vo_eny_eny_	static_00_	regain_consciousness_07	vo_eny_eny_static_00_regain_consciousness_07	omuk	hambo	Static	angry	knocked out, wakes up	持ち場を離れてしまった…！
vo_eny_eny_	static_00_	regain_consciousness_08	vo_eny_eny_static_00_regain_consciousness_08	omuk	hambo	Static	angry	knocked out, wakes up	俺としたことが任務をおろそかに…！
vo_eny_eny_	static_00_	see_flying_body_00	vo_eny_eny_static_00_see_flying_body_00	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	何だ…あぁぁぁ！
vo_eny_eny_	static_00_	see_flying_body_01	vo_eny_eny_static_00_see_flying_body_01	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	うん？あぁぁぁ！
vo_eny_eny_	static_00_	see_flying_body_02	vo_eny_eny_static_00_see_flying_body_02	omuk	hambo	Static	startled, then shocked	sees corpse that's thrown into his view by player	うわぁぁぁ！
vo_eny_eny_	static_00_	see_flying_object_00	vo_eny_eny_static_00_see_flying_object_00	omuk	hambo	Static	startled	sees object that's thrown into his view by player	おい！
vo_eny_eny_	static_00_	see_flying_object_01	vo_eny_eny_static_00_see_flying_object_01	omuk	hambo	Static	startled	sees object that's thrown into his view by player	何だ？！
vo_eny_eny_	static_00_	see_flying_object_02	vo_eny_eny_static_00_see_flying_object_02	omuk	hambo	Static	startled	sees object that's thrown into his view by player	うん？一体…。
vo_eny_eny_	static_00_	see_something_00	vo_eny_eny_static_00_see_something_00	omuk	hambo	Static	suspicious	sees something strange	何だ？
vo_eny_eny_	static_00_	see_something_01	vo_eny_eny_static_00_see_something_01	omuk	hambo	Static	suspicious	sees something strange	え？
vo_eny_eny_	static_00_	see_something_02	vo_eny_eny_static_00_see_something_02	omuk	hambo	Static	suspicious	sees something strange	あれは何だ？
vo_eny_eny_	static_00_	see_something_03	vo_eny_eny_static_00_see_something_03	omuk	hambo	Static	suspicious	sees something strange	何か見えるぞ。
vo_eny_eny_	static_00_	see_something_04	vo_eny_eny_static_00_see_something_04	omuk	hambo	Static	suspicious	sees something strange	ふ～む…。
vo_eny_eny_	static_00_	snore_00	vo_eny_eny_static_00_snore_00	omuk		Static		(sound) snore	
vo_eny_eny_	static_00_	squad_investigate_end_00	vo_eny_eny_static_00_squad_investigate_end_00	omuk	hambo	Static	tension releases	squad leader stops investigation	何もないな。持ち場に戻れ。
vo_eny_eny_	static_00_	squad_investigate_end_01	vo_eny_eny_static_00_squad_investigate_end_01	omuk	hambo	Static	tension releases	squad leader stops investigation	もういないぞ。持ち場に戻れ。
vo_eny_eny_	static_00_	squad_investigate_end_02	vo_eny_eny_static_00_squad_investigate_end_02	omuk	hambo	Static	tension releases	squad leader stops investigation	誰もいないぞ。持ち場に戻れ。
vo_eny_eny_	static_00_	squad_investigate_end_03	vo_eny_eny_static_00_squad_investigate_end_03	omuk	hambo	Static	tension releases	squad leader stops investigation	捜索を止めろ。持ち場に戻れ。
vo_eny_eny_	static_00_	squad_investigate_end_04	vo_eny_eny_static_00_squad_investigate_end_04	omuk	hambo	Static	tension releases	squad leader stops investigation	奴らはいない。みな、持ち場に戻れ。
vo_eny_eny_	static_00_	squad_investigate_start_00	vo_eny_eny_static_00_squad_investigate_start_00	omuk	hambo	Static	tense	squad leader starts investigation	一帯を探すんだ！
vo_eny_eny_	static_00_	squad_investigate_start_01	vo_eny_eny_static_00_squad_investigate_start_01	omuk	hambo	Static	tense	squad leader starts investigation	いいか、見つけ次第交戦だ。
vo_eny_eny_	static_00_	squad_investigate_start_02	vo_eny_eny_static_00_squad_investigate_start_02	omuk	hambo	Static	tense	squad leader starts investigation	敵はまだいるから気を付けろ。
vo_eny_eny_	static_00_	squad_investigate_start_03	vo_eny_eny_static_00_squad_investigate_start_03	omuk	hambo	Static	tense	squad leader starts investigation	くまなく探せ！
vo_eny_eny_	static_00_	squad_investigate_start_04	vo_eny_eny_static_00_squad_investigate_start_04	omuk	hambo	Static	tense	squad leader starts investigation	見つけたら、情けは無用だ。
vo_eny_eny_	static_00_	squad_investigate_talk_00	vo_eny_eny_static_00_squad_investigate_talk_00	omuk	hambo	Static	focussed	squad serches the area, commenting on things	何もないぞ！
vo_eny_eny_	static_00_	squad_investigate_talk_01	vo_eny_eny_static_00_squad_investigate_talk_01	omuk	hambo	Static	pondering	squad serches the area, commenting on things	どこへ行ったんだ？
vo_eny_eny_	static_00_	squad_investigate_talk_02	vo_eny_eny_static_00_squad_investigate_talk_02	omuk	hambo	Static	tense	squad serches the area, commenting on things	気を抜くな！
vo_eny_eny_	static_00_	squad_investigate_talk_03	vo_eny_eny_static_00_squad_investigate_talk_03	omuk	hambo	Static	tense	squad serches the area, commenting on things	足跡か？！
vo_eny_eny_	static_00_	squad_investigate_talk_04	vo_eny_eny_static_00_squad_investigate_talk_04	omuk	hambo	Static	frusttrated	squad serches the area, commenting on things	追跡は得意じゃないんだが…。
vo_eny_eny_	static_00_	squad_investigate_talk_05	vo_eny_eny_static_00_squad_investigate_talk_05	omuk	hambo	Static	tense	squad serches the area, commenting on things	敵を見かけたか？
vo_eny_eny_	static_00_	squad_investigate_talk_06	vo_eny_eny_static_00_squad_investigate_talk_06	omuk	hambo	Static	nervous	squad serches the area, commenting on things	消えてしまったわけではないだろう。
vo_eny_eny_	static_00_	squad_investigate_talk_07	vo_eny_eny_static_00_squad_investigate_talk_07	omuk	hambo	Static	nervous	squad serches the area, commenting on things	幽霊じゃないよな？
vo_eny_eny_	static_00_	squad_investigate_talk_08	vo_eny_eny_static_00_squad_investigate_talk_08	omuk	hambo	Static	focussed	squad serches the area, commenting on things	ふむ、何を探せばいいのだ？
vo_eny_eny_	static_00_	squad_investigate_talk_09	vo_eny_eny_static_00_squad_investigate_talk_09	omuk	hambo	Static	focussed	squad serches the area, commenting on things	本当に何か見たのか？
vo_eny_eny_	static_00_	talk_geisha_00	vo_eny_eny_static_00_talk_geisha_00	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	何だ？
vo_eny_eny_	static_00_	talk_geisha_01	vo_eny_eny_static_00_talk_geisha_01	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	うん？
vo_eny_eny_	static_00_	talk_geisha_02	vo_eny_eny_static_00_talk_geisha_02	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	何ごとだ？
vo_eny_eny_	static_00_	talk_geisha_03	vo_eny_eny_static_00_talk_geisha_03	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	手短にな。
vo_eny_eny_	static_00_	talk_geisha_04	vo_eny_eny_static_00_talk_geisha_04	omuk		Static	annoyed	"is approached by Geisha
(Excuse me …)"	何だ？俺は忙しいんだ。
vo_eny_eny_	static_00_	talk_geisha_leave_00	vo_eny_eny_static_00_talk_geisha_leave_00	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	ああ、分かった。
vo_eny_eny_	static_00_	talk_geisha_leave_01	vo_eny_eny_static_00_talk_geisha_leave_01	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	やっと行ってくれた。さぁ、任務だ。
vo_eny_eny_	static_00_	talk_geisha_leave_02	vo_eny_eny_static_00_talk_geisha_leave_02	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	ずいぶん時間を食われたな。
vo_eny_eny_	static_00_	talk_geisha_leave_03	vo_eny_eny_static_00_talk_geisha_leave_03	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	さぁ、もういいだろう。
vo_eny_eny_	static_00_	talk_geisha_leave_04	vo_eny_eny_static_00_talk_geisha_leave_04	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	なんて時間の無駄だ。
vo_eny_eny_	static_00_	talk_geisha_leave_05	vo_eny_eny_static_00_talk_geisha_leave_05	omuk		Static	annoyed	"is left by Geisha
(I thank you. Farewell ...)"	チッ、信じられんな。
vo_gothic_gothic_	static_00_	talk_idle_00	vo_gothic_gothic_static_00_talk_idle_00	omuk		Static	relaxed	(sound) humming tune	
vo_gothic_gothic_	static_00_	talk_idle_01	vo_gothic_gothic_static_00_talk_idle_01	omuk		Static	sneezing	(sound) sneeze	
vo_gothic_gothic_	static_00_	talk_idle_02	vo_gothic_gothic_static_00_talk_idle_02	omuk		Static		(sound) yawn	
vo_gothic_gothic_	static_00_	talk_idle_03	vo_gothic_gothic_static_00_talk_idle_03	omuk		Static	in thought	makes noise on duty	ハ！
vo_gothic_gothic_	static_00_	talk_idle_04	vo_gothic_gothic_static_00_talk_idle_04	omuk		Static	in thought	makes noise on duty	ふ～む…。
vo_gothic_gothic_	static_00_	talk_idle_05	vo_gothic_gothic_static_00_talk_idle_05	omuk		Static	in thought	makes noise on duty	フムフム。
vo_gothic_gothic_	static_00_	talk_idle_06	vo_gothic_gothic_static_00_talk_idle_06	omuk		Static	relaxed	"makes noise on duty
(long exhale)"	ハァ…。
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_00	vo_gothic_gothic_static_00_talk_idle_battle_calm_00	omuk		Static	tense	"makes noise on duty
(mumbling)"	俺たちが勝つさ。
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_01	vo_gothic_gothic_static_00_talk_idle_battle_calm_01	omuk		Static	tense	"makes noise on duty
(mumbling)"	フッ…将軍め…。
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_02	vo_gothic_gothic_static_00_talk_idle_battle_calm_02	omuk		Static	tense	"makes noise on duty
(mumbling)"	狙いは外さん。
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_03	vo_gothic_gothic_static_00_talk_idle_battle_calm_03	omuk		Static	nervous	"makes noise on duty
(shivering from stress)"	あ～あ。
vo_gothic_gothic_	static_00_	talk_idle_battle_calm_04	vo_gothic_gothic_static_00_talk_idle_battle_calm_04	omuk		Static	tense	"makes noise on duty
(mumbling)"	栄誉の死を…。
vo_gothic_gothic_	static_00_	talk_idle_battle_05	vo_gothic_gothic_static_00_talk_idle_battle_05	omuk		Static	rush of battle	makes noise in battle	弾を詰めろ！
vo_gothic_gothic_	static_00_	talk_idle_battle_06	vo_gothic_gothic_static_00_talk_idle_battle_06	omuk		Static	rush of battle	makes noise in battle	装填中だぞ！
vo_gothic_gothic_	static_00_	talk_idle_battle_07	vo_gothic_gothic_static_00_talk_idle_battle_07	omuk		Static	rush of battle	makes noise in battle	援護を頼む！
vo_gothic_gothic_	static_00_	talk_idle_battle_08	vo_gothic_gothic_static_00_talk_idle_battle_08	omuk		Static	rush of battle	makes noise in battle	死ね、幕府のクズめ！
vo_gothic_gothic_	static_00_	talk_idle_battle_09	vo_gothic_gothic_static_00_talk_idle_battle_09	omuk		Static	rush of battle	makes noise in battle	城を守れ！
vo_gothic_gothic_	static_00_	talk_idle_battle_10	vo_gothic_gothic_static_00_talk_idle_battle_10	omuk		Static	rush of battle	makes noise in battle	押せ！
vo_gothic_gothic_	static_00_	talk_idle_battle_11	vo_gothic_gothic_static_00_talk_idle_battle_11	omuk		Static	rush of battle	makes noise in battle	撤退だ！
vo_gothic_gothic_	static_00_	talk_idle_battle_12	vo_gothic_gothic_static_00_talk_idle_battle_12	omuk		Static	rush of battle	makes noise in battle	下がれ！
vo_gothic_gothic_	static_00_	talk_idle_battle_13	vo_gothic_gothic_static_00_talk_idle_battle_13	omuk		Static	rush of battle	makes noise in battle	指揮官がやられた！
vo_gothic_gothic_	static_00_	talk_idle_daimyo_00	vo_gothic_gothic_static_00_talk_idle_daimyo_00	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	藪様のため！
vo_gothic_gothic_	static_00_	talk_idle_general_00	vo_gothic_gothic_static_00_talk_idle_general_00	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	乙事様のため！
vo_gothic_gothic_	static_00_	talk_idle_kagesama_00	vo_gothic_gothic_static_00_talk_idle_kagesama_00	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	カゲサマのため！
vo_gothic_gothic_	static_00_	talk_idle_kagesama_01	vo_gothic_gothic_static_00_talk_idle_kagesama_01	omuk		Static	dutiful	"makes noise on duty
(mumbling)"	昇様のため！
vo_gothic_gothic_	static_00_	talk_idle_night_00	vo_gothic_gothic_static_00_talk_idle_night_00	omuk		Static	tired	"makes noise on duty
(mumbling)"	おお、酒か。
vo_gothic_gothic_	static_00_	talk_idle_night_01	vo_gothic_gothic_static_00_talk_idle_night_01	omuk		Static	tired	"makes noise on duty
(mumbling)"	一日中起きてたからな。
vo_gothic_gothic_	static_00_	talk_idle_night_02	vo_gothic_gothic_static_00_talk_idle_night_02	omuk		Static	tired	"makes noise on duty
(mumbling)"	夜は憂鬱だな。
vo_gothic_gothic_	static_00_	talk_idle_night_03	vo_gothic_gothic_static_00_talk_idle_night_03	omuk		Static	tired	(sound) short yawn	
vo_gothic_gothic_	static_00_	talk_idle_night_04	vo_gothic_gothic_static_00_talk_idle_night_04	omuk		Static	tired	(sound) longer yawn	
vo_gothic_gothic_	static_00_	talk_idle_snow_00	vo_gothic_gothic_static_00_talk_idle_snow_00	omuk		Static	cold	"makes noise on duty
(mumbling)"	イヤな雪だ。
vo_gothic_gothic_	static_00_	talk_idle_snow_01	vo_gothic_gothic_static_00_talk_idle_snow_01	omuk		Static	cold	"makes noise on duty
(mumbling)"	凍りそうだ。
vo_gothic_gothic_	static_00_	talk_idle_snow_02	vo_gothic_gothic_static_00_talk_idle_snow_02	omuk		Static	cold	"makes noise on duty
(mumbling)"	寒いぞ。
vo_gothic_gothic_	static_00_	talk_idle_snow_03	vo_gothic_gothic_static_00_talk_idle_snow_03	omuk		Static	cold	(sound) slight shiver	
vo_gothic_gothic_	static_00_	talk_idle_snow_04	vo_gothic_gothic_static_00_talk_idle_snow_04	omuk		Static	cold	(sound) strong shiver	
vo_gothic_gothic_	static_00_	talk_npc_00	vo_gothic_gothic_static_00_talk_npc_00	omuk		Static	dismissive	dialog without topic	俺には関係ないがな。
vo_gothic_gothic_	static_00_	talk_npc_01	vo_gothic_gothic_static_00_talk_npc_01	omuk		Static	aggree	dialog without topic	まぁそうだな。
vo_gothic_gothic_	static_00_	talk_npc_02	vo_gothic_gothic_static_00_talk_npc_02	omuk		Static	dismissive	dialog without topic	聞いたことを何でも鵜呑みにするのか？
vo_gothic_gothic_	static_00_	talk_npc_03	vo_gothic_gothic_static_00_talk_npc_03	omuk		Static	disagree	dialog without topic	俺はそうじゃないって聞いたが。
vo_gothic_gothic_	static_00_	talk_npc_04	vo_gothic_gothic_static_00_talk_npc_04	omuk		Static	aggree	dialog without topic	今までもそうだったぞ。
vo_gothic_gothic_	static_00_	talk_npc_05	vo_gothic_gothic_static_00_talk_npc_05	omuk		Static	dismissive	dialog without topic	奴はうすのろだ。言うことなんか聞くなよ。
vo_gothic_gothic_	static_00_	talk_npc_06	vo_gothic_gothic_static_00_talk_npc_06	omuk		Static	aggree	dialog without topic	俺もそう思う。
vo_gothic_gothic_	static_00_	talk_npc_07	vo_gothic_gothic_static_00_talk_npc_07	omuk		Static	warning	dialog without topic	口には気を付けたほうがいい。
vo_gothic_gothic_	static_00_	talk_npc_08	vo_gothic_gothic_static_00_talk_npc_08	omuk		Static	concerned	dialog without topic	そりゃまずいな。
vo_gothic_gothic_	static_00_	talk_npc_09	vo_gothic_gothic_static_00_talk_npc_09	omuk		Static	unconcerned	dialog without topic	そのうち皆忘れるさ。
vo_gothic_gothic_	static_00_	talk_npc_confirm_00	vo_gothic_gothic_static_00_talk_npc_confirm_00	omuk		Static	dutiful	confirms orders during battle	御意。
vo_gothic_gothic_	static_00_	talk_npc_confirm_01	vo_gothic_gothic_static_00_talk_npc_confirm_01	omuk		Static	dutiful	confirms orders during battle	仰せの通りに。
vo_gothic_gothic_	static_00_	talk_npc_confirm_02	vo_gothic_gothic_static_00_talk_npc_confirm_02	omuk		Static	dutiful	confirms orders during battle	ただちに。
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_00	vo_gothic_gothic_static_00_talk_npc_confirm_battle_00	omuk		Static	rush of battle	confirms orders during battle	仰せつかまつる。
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_01	vo_gothic_gothic_static_00_talk_npc_confirm_battle_01	omuk		Static	rush of battle	confirms orders during battle	上様の仰せの通りに。
vo_gothic_gothic_	static_00_	talk_npc_confirm_battle_02	vo_gothic_gothic_static_00_talk_npc_confirm_battle_02	omuk		Static	rush of battle	confirms orders during battle	ご期待通りに。
vo_gothic_gothic_	static_00_	talk_npc_orders_00	vo_gothic_gothic_static_00_talk_npc_orders_00	omuk		Static	focussed	gives orders to guardpost	そのままだ
vo_gothic_gothic_	static_00_	talk_npc_orders_01	vo_gothic_gothic_static_00_talk_npc_orders_01	omuk		Static	focussed	gives orders to guardpost	この調子だ。
vo_gothic_gothic_	static_00_	talk_npc_orders_02	vo_gothic_gothic_static_00_talk_npc_orders_02	omuk		Static	focussed	gives orders to guardpost	警戒を怠るな。
vo_gothic_gothic_	static_00_	talk_npc_orders_03	vo_gothic_gothic_static_00_talk_npc_orders_03	omuk		Static	focussed	gives orders to guardpost	気を抜くな。
vo_gothic_gothic_	static_00_	talk_npc_orders_04	vo_gothic_gothic_static_00_talk_npc_orders_04	omuk		Static	focussed	gives orders to guardpost	その調子だ。
vo_gothic_gothic_	static_00_	talk_npc_orders_05	vo_gothic_gothic_static_00_talk_npc_orders_05	omuk		Static	focussed	gives orders to guardpost	怠けるなよ。
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_00	vo_gothic_gothic_static_00_talk_npc_orders_battle_00	omuk		Static	rush of battle	asks guardpost for status during battle	そのまま警戒だ。
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_01	vo_gothic_gothic_static_00_talk_npc_orders_battle_01	omuk		Static	rush of battle	asks guardpost for status during battle	新しい命（めい）がある。
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_02	vo_gothic_gothic_static_00_talk_npc_orders_battle_02	omuk		Static	rush of battle	gives orders to guardpost during battle	そのまま警戒を続けろ。
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_03	vo_gothic_gothic_static_00_talk_npc_orders_battle_03	omuk		Static	rush of battle	gives orders to guardpost during battle	自分の持ち場を死守しろ！
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_04	vo_gothic_gothic_static_00_talk_npc_orders_battle_04	omuk		Static	rush of battle	gives orders to guardpost during battle	新しい命令だ。
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_05	vo_gothic_gothic_static_00_talk_npc_orders_battle_05	omuk		Static	rush of battle	gives orders to guardpost during battle	任務を続けろ。
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_06	vo_gothic_gothic_static_00_talk_npc_orders_battle_06	omuk		Static	rush of battle	gives orders to guardpost during battle	装填！
vo_gothic_gothic_	static_00_	talk_npc_orders_battle_07	vo_gothic_gothic_static_00_talk_npc_orders_battle_07	omuk		Static	rush of battle	gives orders to guardpost during battle	撃て！
vo_gothic_gothic_	static_00_	talk_npc_report_00	vo_gothic_gothic_static_00_talk_npc_report_00	omuk		Static	focussed	asks guardpost for status	報告しろ。
vo_gothic_gothic_	static_00_	talk_npc_report_01	vo_gothic_gothic_static_00_talk_npc_report_01	omuk		Static	focussed	asks guardpost for status	報告は？
vo_gothic_gothic_	static_00_	talk_npc_report_02	vo_gothic_gothic_static_00_talk_npc_report_02	omuk		Static	focussed	asks guardpost for status	情報は？
vo_gothic_gothic_	static_00_	talk_npc_report_03	vo_gothic_gothic_static_00_talk_npc_report_03	omuk		Static	focussed	asks guardpost for status	何かあったか？
vo_gothic_gothic_	static_00_	talk_npc_report_04	vo_gothic_gothic_static_00_talk_npc_report_04	omuk		Static	focussed	asks guardpost for status	変わりはないか？
vo_gothic_gothic_	static_00_	talk_npc_report_battle_00	vo_gothic_gothic_static_00_talk_npc_report_battle_00	omuk		Static	rush of battle	asks guardpost for status during battle	報告だ！
vo_gothic_gothic_	static_00_	talk_npc_report_battle_01	vo_gothic_gothic_static_00_talk_npc_report_battle_01	omuk		Static	rush of battle	asks guardpost for status during battle	報告せよ！
vo_gothic_gothic_	static_00_	talk_npc_report_battle_02	vo_gothic_gothic_static_00_talk_npc_report_battle_02	omuk		Static	rush of battle	asks guardpost for status during battle	報告するんだ！
vo_gothic_gothic_	static_00_	talk_npc_tense_00	vo_gothic_gothic_static_00_talk_npc_tense_00	omuk		Static	dutiful	"dialog without topic
(during open battle)"	新しい命令が下っている！
vo_gothic_gothic_	static_00_	talk_npc_tense_01	vo_gothic_gothic_static_00_talk_npc_tense_01	omuk		Static	anxious	"dialog without topic
(during open battle)"	戦闘はこのまま続く。
vo_gothic_gothic_	static_00_	talk_npc_tense_02	vo_gothic_gothic_static_00_talk_npc_tense_02	omuk		Static	for honor!	"dialog without topic
(during open battle)"	今日ここで名誉を授かるのだ。
vo_gothic_gothic_	static_00_	talk_npc_tense_03	vo_gothic_gothic_static_00_talk_npc_tense_03	omuk		Static	for honor!	"dialog without topic
(during open battle)"	強くあらねばならん。
vo_gothic_gothic_	static_00_	talk_npc_tense_04	vo_gothic_gothic_static_00_talk_npc_tense_04	omuk		Static	fierce	"dialog without topic
(during open battle)"	敵が攻撃するまで待て。
