PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN
vo_ply_ply_	war_	knockout_select_	normal_02	vo_ply_ply_war_knockout_select_normal_02				omuk	philipp	"sel skill knockout
switch from melee"	Warrior	stealthy		今日のところは命は見逃そう。
vo_ply_ply_	war_	knockout_select_	tense_00	vo_ply_ply_war_knockout_select_tense_00				omuk	philipp	"sel skill knockout
switch from melee"	Warrior	tense		今日は血を流す必要はない！
vo_ply_ply_	war_	knockout_select_	tense_01	vo_ply_ply_war_knockout_select_tense_01				omuk	philipp	"sel skill knockout
switch from melee"	Warrior	tense		刀を休ませておこう！
vo_ply_ply_	war_	knockout_select_	tense_02	vo_ply_ply_war_knockout_select_tense_02				omuk	philipp	"sel skill knockout
switch from melee"	Warrior	tense		一撃じゃ！
vo_ply_ply_	war_	knockout_execute_	normal_00	vo_ply_ply_war_knockout_execute_normal_00				omuk	philipp	use skill melee	Warrior	quickly	(sound) kills a person with one mighty punch Bud Spencer style	
vo_ply_ply_	war_	knockout_execute_	normal_01	vo_ply_ply_war_knockout_execute_normal_01				omuk	philipp	use skill melee	Warrior	quickly	(sound) kills a person with one mighty punch Bud Spencer style	
vo_ply_ply_	war_	knockout_execute_	normal_02	vo_ply_ply_war_knockout_execute_normal_02				omuk	philipp	use skill melee	Warrior	quickly	(sound) kills a person with one mighty punch Bud Spencer style	
vo_ply_ply_	war_	knockout_comment_	normal_00	vo_ply_ply_war_knockout_comment_normal_00				omuk		after skill knockout	Warrior	stealthy		ああ、それで大丈夫だ。
vo_ply_ply_	war_	knockout_comment_	normal_01	vo_ply_ply_war_knockout_comment_normal_01				omuk		after skill knockout	Warrior	stealthy		少し休めるぞ。
vo_ply_ply_	war_	knockout_comment_	normal_02	vo_ply_ply_war_knockout_comment_normal_02				omuk		after skill knockout	Warrior	stealthy		身を低くしたほうがよかろう。
vo_ply_ply_	war_	knockout_comment_	tense_00	vo_ply_ply_war_knockout_comment_tense_00				omuk		after skill knockout	Warrior	tense		それで大丈夫じゃ！
vo_ply_ply_	war_	knockout_comment_	tense_01	vo_ply_ply_war_knockout_comment_tense_01				omuk		after skill knockout	Warrior	tense		今は休め！
vo_ply_ply_	war_	knockout_comment_	tense_02	vo_ply_ply_war_knockout_comment_tense_02				omuk		after skill knockout	Warrior	tense		しゃがんでおれ！
vo_ply_ply_	war_	knockout_comment_samurai_	normal_00	vo_ply_ply_war_knockout_comment_samurai_normal_00				omuk		after samurai knockout	Warrior	stealthy		奴の周りでは静かに歩け。
vo_ply_ply_	war_	knockout_comment_samurai_	normal_01	vo_ply_ply_war_knockout_comment_samurai_normal_01				omuk		after samurai knockout	Warrior	stealthy		奴はすぐに目を覚ますじゃろう。
vo_ply_ply_	war_	knockout_comment_samurai_	tense_00	vo_ply_ply_war_knockout_comment_samurai_tense_00				omuk		after samurai knockout	Warrior	tense		奴の周りでは静かに歩け！
vo_ply_ply_	war_	knockout_comment_samurai_	tense_01	vo_ply_ply_war_knockout_comment_samurai_tense_01				omuk		after samurai knockout	Warrior	tense		奴はすぐに目を覚ますぞ！
vo_ply_ply_	war_	sake_select_	normal_00	vo_ply_ply_war_sake_select_normal_00				omuk	philipp	sel skill sake	Warrior	stealthy		いい酒じゃ。
vo_ply_ply_	war_	sake_select_	normal_01	vo_ply_ply_war_sake_select_normal_01				omuk	philipp	sel skill sake	Warrior	stealthy		おとりじゃ。
vo_ply_ply_	war_	sake_select_	normal_02	vo_ply_ply_war_sake_select_normal_02				omuk	philipp	sel skill sake	Warrior	stealthy		ああ、酒じゃ。
vo_ply_ply_	war_	sake_select_	normal_03	vo_ply_ply_war_sake_select_normal_03				omuk	philipp	sel skill sake	Warrior	stealthy	Tokkuri (徳利) = Sake Bottle	ああ、拙者のとっくり。
vo_ply_ply_	war_	sake_select_	tense_00	vo_ply_ply_war_sake_select_tense_00				omuk	philipp	sel skill sake	Warrior	tense		いい思い出じゃ！
vo_ply_ply_	war_	sake_select_	tense_01	vo_ply_ply_war_sake_select_tense_01				omuk	philipp	sel skill sake	Warrior	tense		おとりが必要じゃ！
vo_ply_ply_	war_	sake_select_	tense_02	vo_ply_ply_war_sake_select_tense_02				omuk	philipp	sel skill sake	Warrior	tense		へえ、酒のう！
vo_ply_ply_	war_	knockout_execute_	normal_00	vo_ply_ply_war_knockout_execute_normal_00				omuk	philipp	use skill melee	Warrior	quietly	(sound) gently drops a sake bottle on the ground	
vo_ply_ply_	war_	knockout_execute_	normal_01	vo_ply_ply_war_knockout_execute_normal_01				omuk	philipp	use skill melee	Warrior	quietly	(sound) gently drops a sake bottle on the ground	
vo_ply_ply_	war_	knockout_execute_	normal_02	vo_ply_ply_war_knockout_execute_normal_02				omuk	philipp	use skill melee	Warrior	quietly	(sound) gently drops a sake bottle on the ground	
vo_ply_ply_	war_	sake_comment_	normal_00	vo_ply_ply_war_sake_comment_normal_00				omuk		after skill sake	Warrior	stealthy		おとりは設置した。
vo_ply_ply_	war_	sake_comment_	normal_01	vo_ply_ply_war_sake_comment_normal_01				omuk		after skill sake	Warrior	stealthy		もったいないのう。
vo_ply_ply_	war_	sake_comment_	tense_00	vo_ply_ply_war_sake_comment_tense_00				omuk		after skill sake	Warrior	tense		おとりは設置したぞ！
vo_ply_ply_	war_	sake_comment_	tense_01	vo_ply_ply_war_sake_comment_tense_01				omuk		after skill sake	Warrior	tense		拙者の好物じゃ！
vo_ply_ply_	war_	sake_comment_spot_	normal_00	vo_ply_ply_war_sake_comment_spot_normal_00				omuk		after sake is spotted	Warrior	stealthy		一杯どうだ、友よ。
vo_ply_ply_	war_	sake_comment_spot_	normal_01	vo_ply_ply_war_sake_comment_spot_normal_01				omuk		after sake is spotted	Warrior	stealthy		これには誰も抵抗出来まい。
vo_ply_ply_	war_	sake_comment_spot_	tense_00	vo_ply_ply_war_sake_comment_spot_tense_00				omuk		after sake is spotted	Warrior	tense		酒に飲まれよ！
vo_ply_ply_	war_	sake_comment_spot_	tense_01	vo_ply_ply_war_sake_comment_spot_tense_01				omuk		after sake is spotted	Warrior	tense		我慢出来んじゃろう！
vo_ply_ply_	war_	sake_comment_pickup_	normal_00	vo_ply_ply_war_sake_comment_pickup_normal_00				omuk		after sake is taken	Warrior	stealthy		あー、奴が瓶を持ってったな。
vo_ply_ply_	war_	sake_comment_pickup_	normal_01	vo_ply_ply_war_sake_comment_pickup_normal_01				omuk		after sake is taken	Warrior	stealthy		後で取り戻すとするか。
vo_ply_ply_	war_	sake_comment_pickup_	tense_00	vo_ply_ply_war_sake_comment_pickup_tense_00				omuk		after sake is taken	Warrior	tense		ふーん、瓶を持っとるのは奴か！
vo_ply_ply_	war_	sake_comment_pickup_	tense_01	vo_ply_ply_war_sake_comment_pickup_tense_01				omuk		after sake is taken	Warrior	tense		後で取り返さねば！
vo_ply_ply_	war_	sake_no_ammo_	normal_00	vo_ply_ply_war_sake_no_ammo_normal_00				omuk	philipp	use skill sake no ammo	Warrior	stealthy	special no ammo for sake	瓶を持ち合わせておらん。
vo_ply_ply_	war_	sake_no_ammo_	normal_01	vo_ply_ply_war_sake_no_ammo_normal_01				omuk	philipp	use skill sake no ammo	Warrior	stealthy	special no ammo for sake	拙者の酒を持っておるのは誰じゃ？
vo_ply_ply_	war_	sake_no_ammo_	normal_02	vo_ply_ply_war_sake_no_ammo_normal_02				omuk	philipp	use skill sake no ammo	Warrior	stealthy	special no ammo for sake	拙者の酒を探さねば。
vo_ply_ply_	war_	sake_no_ammo_	tense_00	vo_ply_ply_war_sake_no_ammo_tense_00				omuk	philipp	use skill sake no ammo	Warrior	tense	special no ammo for sake	瓶を持ち合わせておらん。
vo_ply_ply_	war_	sake_no_ammo_	tense_01	vo_ply_ply_war_sake_no_ammo_tense_01				omuk	philipp	use skill sake no ammo	Warrior	tense	special no ammo for sake	拙者の酒を持っておるのは一体誰じゃ！？
vo_ply_ply_	war_	sake_no_ammo_	tense_02	vo_ply_ply_war_sake_no_ammo_tense_02				omuk	philipp	use skill sake no ammo	Warrior	tense	special no ammo for sake	瓶がどこかにいってしまった。
vo_ply_ply_	war_	ammo_pickup_execute_	normal_00	vo_ply_ply_war_ammo_pickup_execute_normal_00				omuk	philipp	pickup ammo	Warrior	stealthy		ああ、補充品じゃ。
vo_ply_ply_	war_	ammo_pickup_execute_	normal_01	vo_ply_ply_war_ammo_pickup_execute_normal_01				omuk	philipp	pickup ammo	Warrior	stealthy		何と運がいい。
vo_ply_ply_	war_	ammo_pickup_execute_	normal_02	vo_ply_ply_war_ammo_pickup_execute_normal_02				omuk	philipp	pickup ammo	Warrior	stealthy		掘り出し物じゃ。
vo_ply_ply_	war_	ammo_pickup_execute_	tense_00	vo_ply_ply_war_ammo_pickup_execute_tense_00				omuk	philipp	pickup ammo	Warrior	tense		よしよし。
vo_ply_ply_	war_	ammo_pickup_execute_	tense_01	vo_ply_ply_war_ammo_pickup_execute_tense_01				omuk	philipp	pickup ammo	Warrior	tense		これは取らねば！
vo_ply_ply_	war_	ammo_pickup_execute_	tense_02	vo_ply_ply_war_ammo_pickup_execute_tense_02				omuk	philipp	pickup ammo	Warrior	tense		我らの助けになるだろう。
vo_ply_ply_	war_	multikill_select_	normal_00	vo_ply_ply_war_multikill_select_normal_00				omuk	philipp	sel skill multikill	Warrior	stealthy	Daishō = 1 long sword and 1 short sword	大小…
vo_ply_ply_	war_	multikill_select_	normal_01	vo_ply_ply_war_multikill_select_normal_01				omuk	philipp	sel skill multikill	Warrior	stealthy	"Daishō lit. ""big-little"""	大と小。
vo_ply_ply_	war_	multikill_select_	normal_02	vo_ply_ply_war_multikill_select_normal_02				omuk	philipp	sel skill multikill	Warrior	high concentration		太刀風。
vo_ply_ply_	war_	multikill_select_	normal_03	vo_ply_ply_war_multikill_select_normal_03				omuk	philipp	sel skill multikill	Warrior	high concentration	"Kazekiri (風斬り)
= Sword Wind"	風斬り。
vo_ply_ply_	war_	multikill_select_	tense_00	vo_ply_ply_war_multikill_select_tense_00				omuk	philipp	sel skill multikill	Warrior	tense		大小！
vo_ply_ply_	war_	multikill_select_	tense_01	vo_ply_ply_war_multikill_select_tense_01				omuk	philipp	sel skill multikill	Warrior	"intense
concentration"		太刀風！
vo_ply_ply_	war_	multikill_select_	tense_02	vo_ply_ply_war_multikill_select_tense_02				omuk	philipp	sel skill multikill	Warrior	"intense
concentration"	"Kazekiri (風斬り)
= Sword Wind"	風斬り！
vo_ply_ply_	war_	multikill_execute_	normal_00	vo_ply_ply_war_multikill_execute_normal_00				omuk	philipp	use skill multikill	Warrior	fiercely	(sound) dashes forward, does 3 strikes in 3 directions	
vo_ply_ply_	war_	multikill_execute_	normal_01	vo_ply_ply_war_multikill_execute_normal_01				omuk	philipp	use skill multikill	Warrior	fiercely	(sound) dashes forward, does 3 strikes in 3 directions	
vo_ply_ply_	war_	multikill_execute_	normal_02	vo_ply_ply_war_multikill_execute_normal_02				omuk	philipp	use skill multikill	Warrior	fiercely	(sound) dashes forward, does 3 strikes in 3 directions	
vo_ply_ply_	war_	multikill_comment_	normal_00	vo_ply_ply_war_multikill_comment_normal_00				omuk		after skill multikill	Warrior	stealthy		何人たりとも生かしておけん。
vo_ply_ply_	war_	multikill_comment_	normal_01	vo_ply_ply_war_multikill_comment_normal_01				omuk		after skill multikill	Warrior	stealthy		拙者が最も命を奪える技じゃ。
vo_ply_ply_	war_	multikill_comment_	tense_00	vo_ply_ply_war_multikill_comment_tense_00				omuk		after skill multikill	Warrior	tense		多斬、一殺。
vo_ply_ply_	war_	multikill_comment_	tense_01	vo_ply_ply_war_multikill_comment_tense_01				omuk		after skill multikill	Warrior	tense		終わった。
vo_ply_ply_	war_	gun_select_	normal_00	vo_ply_ply_war_gun_select_normal_00				omuk	philipp	sel skill gun	Warrior	stealthy		手砲、準備よし。
vo_ply_ply_	war_	gun_select_	normal_01	vo_ply_ply_war_gun_select_normal_01				omuk	philipp	sel skill gun	Warrior	stealthy		恐ろしい武器じゃ。
vo_ply_ply_	war_	gun_select_	normal_02	vo_ply_ply_war_gun_select_normal_02				omuk	philipp	sel skill gun	Warrior	stealthy		これで鎧も貫ける。
vo_ply_ply_	war_	gun_select_	tense_00	vo_ply_ply_war_gun_select_tense_00				omuk	philipp	sel skill gun	Warrior	tense		手砲！
vo_ply_ply_	war_	gun_select_	tense_01	vo_ply_ply_war_gun_select_tense_01				omuk	philipp	sel skill gun	Warrior	tense		恐ろしい武器よ！
vo_ply_ply_	war_	gun_select_	tense_02	vo_ply_ply_war_gun_select_tense_02				omuk	philipp	sel skill gun	Warrior	tense		これで鎧も貫けるぞ！
vo_ply_ply_	war_	gun_comment_	normal_00	vo_ply_ply_war_gun_comment_normal_00				omuk		after skill gun	Warrior	stealthy	"rare after shot
not after last shot"	再装填中じゃ。
vo_ply_ply_	war_	gun_comment_	normal_01	vo_ply_ply_war_gun_comment_normal_01				omuk		after skill gun	Warrior	stealthy	after loading last shot	最後の弾じゃ。
vo_ply_ply_	war_	gun_comment_	tense_00	vo_ply_ply_war_gun_comment_tense_00				omuk		after skill gun	Warrior	tense	"rare after shot
not after last shot"	再装填中じゃ！
vo_ply_ply_	war_	gun_comment_	tense_01	vo_ply_ply_war_gun_comment_tense_01				omuk		after skill gun	Warrior	tense	after loading last shot	最後の弾じゃ！
vo_ply_ply_	war_	heal_select_	normal_00	vo_ply_ply_war_heal_select_normal_00				omuk	philipp	sel skill heal	Warrior	stealthy		負傷者を連れて来い。
vo_ply_ply_	war_	heal_select_	normal_01	vo_ply_ply_war_heal_select_normal_01				omuk	philipp	sel skill heal	Warrior	stealthy		包帯を準備しておるぞ。
vo_ply_ply_	war_	heal_select_	normal_02	vo_ply_ply_war_heal_select_normal_02				omuk	philipp	sel skill heal	Warrior	stealthy		負傷者はおらんか？
vo_ply_ply_	war_	heal_select_	tense_00	vo_ply_ply_war_heal_select_tense_00				omuk	philipp	sel skill heal	Warrior	tense		負傷者を連れて来い！
vo_ply_ply_	war_	heal_select_	tense_01	vo_ply_ply_war_heal_select_tense_01				omuk	philipp	sel skill heal	Warrior	tense		包帯を持っとるぞ！
vo_ply_ply_	war_	heal_select_	tense_02	vo_ply_ply_war_heal_select_tense_02				omuk	philipp	sel skill heal	Warrior	tense		負傷者は？
vo_ply_ply_	war_	heal_execute_	normal_00	vo_ply_ply_war_heal_execute_normal_00				omuk	philipp	use skill heal	Warrior	quietly	(sound) treats wound	
vo_ply_ply_	war_	heal_execute_	normal_01	vo_ply_ply_war_heal_execute_normal_01				omuk	philipp	use skill heal	Warrior	quietly	(sound) treats wound	
vo_ply_ply_	war_	heal_execute_	normal_02	vo_ply_ply_war_heal_execute_normal_02				omuk	philipp	use skill heal	Warrior	quietly	(sound) treats wound	
vo_ply_ply_	war_	heal_comment_	normal_00	vo_ply_ply_war_heal_comment_normal_00				omuk		com skill heal	Warrior	stealthy		誰も死なせたりせん。
vo_ply_ply_	war_	heal_comment_	normal_01	vo_ply_ply_war_heal_comment_normal_01				omuk		com skill heal	Warrior	stealthy		これは名誉の傷じゃ。
vo_ply_ply_	war_	heal_comment_	tense_00	vo_ply_ply_war_heal_comment_tense_00				omuk		com skill heal	Warrior	tense		じきに治る！
vo_ply_ply_	war_	heal_comment_	tense_01	vo_ply_ply_war_heal_comment_tense_01				omuk		com skill heal	Warrior	tense		出血は止めたぞ！
vo_ply_ply_	war_	key_door_	normal_00	vo_ply_ply_war_key_door_normal_00				omuk	philipp	can't open locked gate	Warrior	quietly		鍵がかかっておる。鍵が要るな。
vo_ply_ply_	war_	key_door_	normal_01	vo_ply_ply_war_key_door_normal_01				omuk	philipp	can't open locked gate	Warrior	quietly		この鍵があるはずだ。
vo_ply_ply_	war_	key_door_	normal_02	vo_ply_ply_war_key_door_normal_02				omuk	philipp	can't open locked gate	Warrior	quietly		うーん、こいつは切り開けん。鍵はどこじゃ？
vo_ply_ply_	war_	key_pickup_	normal_00	vo_ply_ply_war_key_pickup_normal_00				omuk	philipp	pickup key	Warrior	quietly		鍵を持っておる。
vo_ply_ply_	war_	key_pickup_	normal_01	vo_ply_ply_war_key_pickup_normal_01				omuk	philipp	pickup key	Warrior	quietly		この鍵は拙者がもらおう。
vo_ply_ply_	war_	key_pickup_	normal_02	vo_ply_ply_war_key_pickup_normal_02				omuk	philipp	pickup key	Warrior	quietly		鍵は拙者のものじゃ。
vo_ply_ply_	war_	key_unlock_	normal_00	vo_ply_ply_war_key_unlock_normal_00				omuk	philipp	unlock gate with key	Warrior	quietly		この門は拙者が開けよう。
vo_ply_ply_	war_	key_unlock_	normal_01	vo_ply_ply_war_key_unlock_normal_01				omuk	philipp	unlock gate with key	Warrior	quietly		これで通れるようになったぞ。
vo_ply_ply_	war_	key_unlock_	normal_02	vo_ply_ply_war_key_unlock_normal_02				omuk	philipp	unlock gate with key	Warrior	quietly		門の鍵を開けた。
vo_ply_ply_	war_	joke_wait	normal_00	vo_ply_ply_war_joke_waitnormal_00						waiting too long	Warrior			待たねばならん。
vo_ply_ply_	war_	joke_running	normal_00	vo_ply_ply_war_joke_runningnormal_00						running too much	Warrior		out of breath	はあ、はあ…
vo_ply_ply_	war_	joke_multikill_	normal_00	vo_ply_ply_war_joke_multikill_normal_00						multikill 0.001% chance	Warrior		quote from Hero	十歩一殺。
vo_ply_ply_	war_	joke_char_select_	normal_00	vo_ply_ply_war_joke_char_select_normal_00						char select too often	Warrior			わが命、アイアー星に捧げる。
vo_ply_ply_	war_	joke_char_select_	normal_01	vo_ply_ply_war_joke_char_select_normal_01						char select too often	Warrior			わが命、ネルズールに捧げる。
vo_ply_ply_	war_	joke_char_select_	normal_02	vo_ply_ply_war_joke_char_select_normal_02						char select too often	Warrior			わが命、良酒に捧げる。
vo_ply_ply_	war_	joke_char_select_	normal_03	vo_ply_ply_war_joke_char_select_normal_03						char select too often	Warrior			わが命、愛しの君に捧げる。
vo_ply_ply_	war_	joke_char_select_	normal_04	vo_ply_ply_war_joke_char_select_normal_04						char select too often	Warrior			この命は来世のために捧げる。
vo_ply_ply_	war_	joke_char_select_	normal_05	vo_ply_ply_war_joke_char_select_normal_05						char select too often	Warrior			1人の命と引き換えに47の命をくれてやる。
vo_ply_ply_	war_	joke_char_select_	normal_06	vo_ply_ply_war_joke_char_select_normal_06						char select too often	Warrior			馬と引き換えに我が国をくれてやる。
vo_ply_ply_	war_	joke_char_select_	normal_07	vo_ply_ply_war_joke_char_select_normal_07						char select too often	Warrior		talks to the player	他の者を選ぶがよい。
vo_ply_ply_	war_	joke_char_select_	normal_08	vo_ply_ply_war_joke_char_select_normal_08						char select too often	Warrior		talks to the player	忙しいのがわからんのか。
vo_ply_ply_	war_	joke_char_select_	normal_09	vo_ply_ply_war_joke_char_select_normal_09						char select too often	Warrior		talks to the player	冗談はよせ。
vo_ply_ply_	war_	joke_char_select_	normal_10	vo_ply_ply_war_joke_char_select_normal_10						char select too often	Warrior		quote from Conan the Barbarian	無上の喜び？それは敵を打ち負かすこと。奴らの息の根を止めること。
vo_ply_ply_	war_	joke_char_select_	normal_11	vo_ply_ply_war_joke_char_select_normal_11						char select too often	Warrior		quote from Conan the Barbarian	鋼の……謎。
vo_ply_ply_	war_	joke_char_select_	normal_12	vo_ply_ply_war_joke_char_select_normal_12						char select too often	Warrior		quote from Conan the Barbarian	拙者たちに、春はない。嵐の前に吹く、新鮮な香りの風だけだ。
vo_ply_ply_	war_	joke_char_select_	normal_13	vo_ply_ply_war_joke_char_select_normal_13						char select too often	Warrior		quote from Dark Souls 3 (Siegward)	うーむ、うーむ…おお。
vo_ply_ply_	war_	joke_char_select_	normal_14	vo_ply_ply_war_joke_char_select_normal_14						char select too often	Warrior		quote from Dark Souls 3 (Siegward)	すまぬ。考え耽っていた。
vo_ply_ply_	war_	joke_char_select_	normal_15	vo_ply_ply_war_joke_char_select_normal_15						char select too often	Warrior		quote from Dark Souls 3 (Siegward)	実は、少し難儀しているのだ…
vo_ply_ply_	war_	joke_char_select_	normal_16	vo_ply_ply_war_joke_char_select_normal_16						char select too often	Warrior		quote from Dark Souls 3 (Siegward)	どうしたものか、悩ましい…
														
														
		I know my place in life												
		hold together team!												
