sec,voen,vojp,s,en,cn,jp
189,vocs_over_over_mansion_poisoned_n00,vocs_mansion_poisoned_n00_jp,TRAPPER,Now there's a spider in the tea.,感觉像在茶里放了只毒蜘蛛。,よし、茶の中に”蜘蛛”を入れたわ。
189,vocs_over_over_mansion_poisoned_n01,vocs_mansion_poisoned_n01_jp,NINJA,Better get out of here then.,还不赶紧撤。,ならずらかるぞ。
189,vocs_over_over_mansion_poisoned_n02,vocs_mansion_poisoned_n02_jp,TRAPPER,"Hai, sensei!",是，师父！,はいっ、先生！
189,vocs_over_over_mansion_poisoned_n03,vocs_mansion_poisoned_n03_jp,NINJA,Quick now!,动作快点！,急ごう！
190,vocs_over_over_mansion_revenge2_n00,vocs_mansion_revenge2_n00_jp,DAIMYO,Poison! ...The old cripple! … N-noo ...,茶里有毒！……老瘸子！……混-混蛋 ……,毒か！…おのれカタワめ。…お、おのれぇ…。
190,vocs_over_over_mansion_revenge2_n01,vocs_mansion_revenge2_n01_jp,NINJA,Heh … sounded unpleasant.,呵……听上去挺难受的。,ふん…不快な最期だったぜ。
190,vocs_over_over_mansion_revenge2_n02,vocs_mansion_revenge2_n02_jp,TRAPPER,What was in that bottle?!,瓶子里装的是什么呀？！,中には何が入っていたの？
190,vocs_over_over_mansion_revenge2_n03,vocs_mansion_revenge2_n03_jp,ALCHEMIST,"Oh, just a little bit of pain, so he knew it was me who ended him.",哦，只是稍微放了点我受的苦痛进去，这样他才晓得是我下的手。,ああ、ちと痛みを入れておいたんじゃよ、誰がやったかわかるようにのお。
190,vocs_over_over_mansion_revenge2_n03a,vocs_mansion_revenge2_n03a_jp,ALCHEMIST,"Oh, years of pain, concentrated and distilled. Just so he knew it was me who got to him in the end, hehehe.",哦，是我多年所受的苦痛，浓缩提取后的产物。所以他才晓得是我下的手，呵呵呵。,ああ、長年の痛みじゃよ。濃縮して引き出した奴じゃ。これで誰がやったのかわかったじゃろうよ、へっへっへ。
190,vocs_over_over_mansion_revenge2_n04,vocs_mansion_revenge2_n04_jp,TRAPPER,"You're scary, Takuma-sama.",您现在好可怕啊，琢磨大师。,怖いわ、巧磨先生。
190,vocs_over_over_mansion_revenge2_n05,vocs_mansion_revenge2_n05_jp,ALCHEMIST,"Hohoho, I have my moments.",呵呵呵，老夫倒是很享受此时此刻。,へっへ、ワシにとっては喜びじゃ。
191,vocs_over_over_mansion_guns_n00,vocs_mansion_guns_n00_jp,SAMURAI,Lord Yabu has been killed! Find the assassins!,薮大人被暗杀了！快搜刺客！,藪様が殺された！暗殺者を見つけろ!
191,vocs_over_over_mansion_guns_n01,vocs_mansion_guns_n01_jp,NINJA,And there's the alarm. I think it's time to test these matchlock pistols.,警报已经发出。是时候试试火绳枪的威力了。,警報か。火縄銃を試す時だな。
191,vocs_over_over_mansion_guns_n02,vocs_mansion_guns_n02_jp,ALCHEMIST,An excellent idea.,好想法。,いい考えじゃの。
191,vocs_over_over_mansion_guns_n03,vocs_mansion_guns_n03_jp,TRAPPER,Are they quiet too? Like your leg?,火绳枪也是消音的吗？和你的木腿一样？,これも音が静かなの？足の銃と同じ感じなの？
191,vocs_over_over_mansion_guns_n04,vocs_mansion_guns_n04_jp,ALCHEMIST,"Not so much I'm afraid. Choose your targets carefully, child.",可惜，没那么好。所以，选择目标的时候要多加小心，孩子。,残念じゃがそうでもないのう。狙いは慎重にな。
192,vocs_over_over_mansion_escape1_n00,vocs_mansion_escape1_n00_jp,ALCHEMIST,"Heh, more guards.",嗯，这么多守卫。,へっへ、見張りがたくさんじゃの。
192,vocs_over_over_mansion_escape1_n01,vocs_mansion_escape1_n01_jp,TRAPPER,They're looking for us.,都在找我们。,私たちを探しているのね。
192,vocs_over_over_mansion_escape1_n02,vocs_mansion_escape1_n02_jp,NINJA,"High alert everywhere. What now, old man?",到处都在高度戒备。该怎么办，老爷子？,辺りはすごい警戒状態だ。どうする、爺さん。
192,vocs_over_over_mansion_escape1_n03,vocs_mansion_escape1_n03_jp,ALCHEMIST,"We're almost free. Let's not lose our heads now, eh?",马上就能逃出去了，切勿自乱阵脚，明白吗？,もうすぐ自由じゃよ。今は慌てんようにせんと、な？
193,vocs_over_over_mansion_escape2_n00,vocs_mansion_escape2_n00_jp,ALCHEMIST,"Hehe, free at last.",嘿嘿，终于出来了。,へっへ、ようやく自由じゃ。
193,vocs_over_over_mansion_escape2_n01,vocs_mansion_escape2_n01_jp,TRAPPER,I'm out!,我出来啦！,やっと出た！
193,vocs_over_over_mansion_escape2_n02,vocs_mansion_escape2_n02_jp,NINJA,"Close one. You really wanted to see that man dead, didn't you?",好险。你对他还真是恨之入骨啊？,危なかった。本当に奴が死ぬのを見たかったんだな、爺さん。
193,vocs_over_over_mansion_escape2_n03,vocs_mansion_escape2_n03_jp,ALCHEMIST,"Hmm, sometimes you have to make a decision, and I made that one years ago.",嗯，人有时候是要靠决心活下去的，我这么多年就是靠憋着这口恶气熬下来的。,うーむ、人は選択をせねばならんのじゃよ。一年前にもひとつしたのぅ。
194,vocs_over_over_mansion_debriefing_n00,vocs_mansion_debriefing_n00_jp,NINJA,All here?,到齐了吧？,皆いるか？
194,vocs_over_over_mansion_debriefing_n01,vocs_mansion_debriefing_n01_jp,TRAPPER,Here!,我在这儿。,ここです。
194,vocs_over_over_mansion_debriefing_n02,vocs_mansion_debriefing_n02_jp,ALCHEMIST,"Heh, indeed.",嗯，到齐了。,うむ、たしかに。
194,vocs_over_over_mansion_debriefing_n03,vocs_mansion_debriefing_n03_jp,NINJA,"So, we've done it. Lord Yabu's dead. Guess we'll have to find a new lead on Kage-sama.",总之，任务完成，薮大名已死。接下来要另起别的线索追查影大人了。,ってことは、終わらせたんだな。藪は死んだ。カゲサマへの次なる手がかりを探す必要があるな
194,vocs_over_over_mansion_debriefing_n07,vocs_mansion_debriefing_n07_jp,ALCHEMIST,"Oh, I wouldn't worry. I suspect he will come to us, now that we have dealt him a massive blow. At any rate, we should return to Mugen.",啊，此事无需多虑。依我看，既然我们已给他当头一棒，他必会主动找上门来。总之，先回去与无限碰头再说吧。,ああ、その心配はしとらんかったの。奴はまだワシらの方にはあらわれんかもしれんの。奴に大打撃を与えたからのぅ。とにかく、武源の所へ帰ろう。
194,vocs_over_over_mansion_debriefing_n08,vocs_mansion_debriefing_n08_jp,NINJA,"Right, right let's get out of here.",好的，那先撤吧。,よし、ではここから去ろう。
