5,2,11		"CUTSCENE
CONTEXT
WORLD"				"NINJA
TRAPPER
GONG1A									Either Hayato or Yuki ring the gong that signals tea time. They only say this if the servant is incapacitated, and both fail to be convincing in their own way.		Either Hayato or Yuki ring the gong that signals tea time. They only say this if the servant is incapacitated, and both fail to be convincing in their own way.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_gong1a_n00	omuk	hambo		NINJA	"clears throat
tries a high voice"	Hayato first	Prepare the tea!	3	备茶了！	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_gong1a_n01	omuk	hambo		TRAPPER	unsure	Yuki first	Uh … prepare the tea!	5	呃……备茶了！	1																					
																																	
GONG2									A servant prepares the tea, rings the gong to signal that tea is served  and says one of these lines.		A servant prepares the tea, rings the gong to signal that tea is served  and says one of these lines.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_mansion_gong2_n00	omuk	hambo		CIVILIAN F	dutiful		The tea is ready.	4	茶已备好。	1																					
vo_hint_hint_	_n01	vo_hint_hint_mansion_gong2_n01	omuk	hambo		CIVILIAN F	dutiful		Tea is served.	3	请用茶。	1																					
vo_hint_hint_	_n02	vo_hint_hint_mansion_gong2_n02	omuk	hambo		CIVILIAN F	dutiful		The tea is ready, my lord.	6	大人，茶已备好。	1																					
vo_hint_hint_	_n03	vo_hint_hint_mansion_gong2_n03	omuk	hambo		CIVILIAN F	dutiful		Tea is served, my lord.	5	大人，请用茶。	1																					
																																	
SERVANT2									The team kills the servant that prepares the tea and rings the gong to signal that tea is served.		The team kills the servant that prepares the tea and rings the gong to signal that tea is served.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_servant2_n00	omuk	hambo		NINJA	focussed	Hayato first	Huh, she carried a tray.	5	嗯，她怎么拿着个托盘。	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_servant2_n01	omuk	hambo		TRAPPER	curious	Yuki first	Uhm, what's on that plate?	5	唔，盘子上是什么啊？	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_servant2_n02	omuk	hambo		ALCHEMIST	thinking		She was serving the tea. Now we must serve it ourselves and ring the gong. Add the poison while you're at it, hehe.	23	她是负责上茶的仆人。现在我们要自己上茶然后敲锣。记得上茶前加点毒药，嘿嘿。	1																					
																																	
GONG2A									Either Hayato or Yuki ring the gong that signals that tea is served. They only say this if the servant is incapacitated, and both fail to be convincing in their own way.		Either Hayato or Yuki ring the gong that signals that tea is served. They only say this if the servant is incapacitated, and both fail to be convincing in their own way.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_gong2a_n00	omuk	hambo		NINJA	"clears throat
tries a high voice"	Hayato first	The tea is ready!	4	茶已备好！	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_gong2a_n01	omuk	hambo		TRAPPER	unsure	Yuki first	Uh … the tea is ready!	6	呃……茶已备好！	1																					
																																	
DRINK									Yabu drinks tea with his wife.		Yabu drinks tea with his wife.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_mansion_drink_n00	omuk	hambo		DAIMYO	displeased		Hrm, no, this will not do.	6	唔，不行，这茶味道不行。	1																					
vo_hint_hint_	_n01	vo_hint_hint_mansion_drink_n01	omuk	hambo		DAIMYO	pleased		Hm, rich flavour.	3	嗯，茶香浓郁。	1																					
vo_hint_hint_	_n02	vo_hint_hint_mansion_drink_n02	omuk	hambo		DAIMYO	displeased		Ugh, almost cold.	3	啊，茶都快凉了。	1																					
vo_hint_hint_	_n03	vo_hint_hint_mansion_drink_n03	omuk	hambo		DAIMYO	displeased		That was not the blend I asked for.	8	啊？怎么不是我要的茶。	1																					
vo_hint_hint_	_n04	vo_hint_hint_mansion_drink_n04	omuk	hambo		DAIMYO	displeased		Ugh, unacceptable.	2	呃，真难喝。	1																					
																																	
																																	
COMPLAIN									After drinking his tea, Yabu complains to the tea servant.		After drinking his tea, Yabu complains to the tea servant.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_mansion_complain_n00	omuk	hambo		DAIMYO	angry		Do not serve this one again.	6	不要再上这种了。	1																					
vo_hint_hint_	_n01	vo_hint_hint_mansion_complain_n01	omuk	hambo		DAIMYO	angry		Be quicker next time.	4	下次上茶快点。	1																					
vo_hint_hint_	_n02	vo_hint_hint_mansion_complain_n02	omuk	hambo		DAIMYO	angry		The tea was almost cold.	5	茶太凉了。	1																					
vo_hint_hint_	_n03	vo_hint_hint_mansion_complain_n03	omuk	hambo		DAIMYO	angry		That was not the blend I asked for.	8	我让你调的不是这种茶。	1																					
vo_hint_hint_	_n04	vo_hint_hint_mansion_complain_n04	omuk	hambo		DAIMYO	angry		The taste is appalling. 	5	简直难以下咽。 	2																					
																																	
RETURN									Yabu doesn't hear the signal that tea has been served, and walks back inside the mansion.		Yabu doesn't hear the signal that tea has been served, and walks back inside the mansion.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_mansion_return_n00	omuk	hambo		DAIMYO	very angry		Are they mocking me? Why hasn't the tea been served yet.	11	他们在耍我吗？怎么还不上茶？	1																					
vo_hint_hint_	_n01	vo_hint_hint_mansion_return_n01	omuk	hambo		DAIMYO	very angry		I will not be kept waiting. The servants will answer for this.	12	我不等了。让上茶的一会给我解释清楚。	1																					
vo_hint_hint_	_n02	vo_hint_hint_mansion_return_n02	omuk	hambo		DAIMYO	very angry		This is unacceptable. Whoever is wasting my time, I will cut off their head.	14	气死我了。是谁敢浪费我时间，我要砍他们头。	1																					
																																	
TEA ISLAND									Hayato or Yuki reach the island where tea is served for Yabu and his guests.		Hayato or Yuki reach the island where tea is served for Yabu and his guests.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_teaisland_n00	omuk	hambo		NINJA	focussed	Hayato first	Heh … even the island is guarded.	7	呵……就连岛上都有守卫。	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_teaisland_n01	omuk	hambo		TRAPPER	eager	*sniffs* 	Tea. Have to slip in the poison. Nasty stuff.	9	还得往茶里面加毒药。感觉真不好。	1																					
																																	
POISONED									Yuki slips the poison into the tea.		Yuki slips the poison into the tea.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_poisoned_n00	omuk	hambo		TRAPPER	focussed		Now there's a spider in the tea.	7	感觉像在茶里放了只毒蜘蛛。	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_poisoned_n01	omuk	hambo		NINJA	tense		Better get out of here then.	6	还不赶紧撤。	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_poisoned_n02	omuk	hambo		TRAPPER	exhited		Hai, sensei!	2	是，师父！	1																					
vocs_over_over_	_n03	vocs_over_over_mansion_poisoned_n03	omuk	hambo		NINJA	focussed		Quick now!	2	动作快点！	1																					
																																	
REVENGE2									Yabu drinks his poisoned tea.		Yabu drinks his poisoned tea.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_revenge2_n00	omuk	hambo		DAIMYO	panicking	very unpleasant death	Poison! ...The old cripple! … N-noo ...	7	茶里有毒！……老瘸子！……混-混蛋 ……	2																					
vocs_over_over_	_n01	vocs_over_over_mansion_revenge2_n01	omuk	hambo		NINJA	plain		Heh … sounded unpleasant.	4	呵……听上去挺难受的。	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_revenge2_n02	omuk	hambo		TRAPPER	uncomfortable		What was in that bottle?!	5	瓶子里装的是什么呀？！	1																					
vocs_over_over_	_n03	vocs_over_over_mansion_revenge2_n03	omuk	hambo		ALCHEMIST	cheerful		Oh, just a little bit of pain, so he knew it was me who ended him.	16	哦，只是稍微放了点我受的苦痛进去，这样他才晓得是我下的手。	1																					
vocs_over_over_	_n03a	vocs_over_over_mansion_revenge2_n03a	omuk	hambo		ALCHEMIST	"mysterious
bordering on creepy"	ALTERNATIVE	Oh, years of pain, concentrated and distilled. Just so he knew it was me who got to him in the end, hehehe.	22	哦，是我多年所受的苦痛，浓缩提取后的产物。所以他才晓得是我下的手，呵呵呵。	1																					
vocs_over_over_	_n04	vocs_over_over_mansion_revenge2_n04	omuk	hambo		TRAPPER	uncomfortable		You're scary, Takuma-sama.	3	您现在好可怕啊，琢磨大师。	1																					
vocs_over_over_	_n05	vocs_over_over_mansion_revenge2_n05	omuk	hambo		ALCHEMIST	cheerful		Hohoho, I have my moments.	5	呵呵呵，老夫倒是很享受此时此刻。	1																					
																																	
GUNS									Right after Revenge1 or Revenge2		Right after Revenge1 or Revenge2																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_guns_n00	omuk	hambo		SAMURAI	tense		Lord Yabu has been killed! Find the assassins!	8	薮大人被暗杀了！快搜刺客！	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_guns_n01	omuk	hambo		NINJA	tense		And there's the alarm. I think it's time to test these matchlock pistols.	13	警报已经发出。是时候试试火绳枪的威力了。	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_guns_n02	omuk	hambo		ALCHEMIST	cheerful		An excellent idea.	3	好想法。	1																					
vocs_over_over_	_n03	vocs_over_over_mansion_guns_n03	omuk	hambo		TRAPPER	excited		Are they quiet too? Like your leg?	7	火绳枪也是消音的吗？和你的木腿一样？	1																					
vocs_over_over_	_n04	vocs_over_over_mansion_guns_n04	omuk	hambo		ALCHEMIST	warning		Not so much I'm afraid. Choose your targets carefully, child.	10	可惜，没那么好。所以，选择目标的时候要多加小心，孩子。	1																					
																																	
ESCAPE1									The team has to sneak through guards on high alert		The team has to sneak through guards on high alert																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_escape1_n00	omuk	hambo		ALCHEMIST	thinking	Takuma first	Heh, more guards.	3	嗯，这么多守卫。	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_escape1_n01	omuk	hambo		TRAPPER	anxious	Yuki first	They're looking for us.	4	都在找我们。	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_escape1_n02	omuk	hambo		NINJA	tense		High alert everywhere. What now, old man?	7	到处都在高度戒备。该怎么办，老爷子？	1																					
vocs_over_over_	_n03	vocs_over_over_mansion_escape1_n03	omuk	hambo		ALCHEMIST	cheerful		We're almost free. Let's not lose our heads now, eh?	10	马上就能逃出去了，切勿自乱阵脚，明白吗？	1																					
																																	
ESCAPE2									The team leaves the compound.		The team leaves the compound.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_escape2_n00	omuk	hambo		ALCHEMIST	relieved	Takuma first	Hehe, free at last.	4	嘿嘿，终于出来了。	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_escape2_n01	omuk	hambo		TRAPPER	tense	Yuki first	I'm out!	2	我出来啦！	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_escape2_n02	omuk	hambo		NINJA	cool		Close one. You really wanted to see that man dead, didn't you?	12	好险。你对他还真是恨之入骨啊？	1																					
vocs_over_over_	_n03	vocs_over_over_mansion_escape2_n03	omuk	hambo		ALCHEMIST	nonchalant		Hmm, sometimes you have to make a decision, and I made that one years ago.	15	嗯，人有时候是要靠决心活下去的，我这么多年就是靠憋着这口恶气熬下来的。	1																					
																																	
DEBRIEFING									The team have successfully escaped		The team have successfully escaped																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_mansion_debriefing_n00	omuk	hambo		NINJA	focussed		All here?	2	到齐了吧？	1																					
vocs_over_over_	_n01	vocs_over_over_mansion_debriefing_n01	omuk	hambo		TRAPPER	relieved		Here!	1	我在这儿。	1																					
vocs_over_over_	_n02	vocs_over_over_mansion_debriefing_n02	omuk	hambo		ALCHEMIST	relieved		Heh, indeed.	2	嗯，到齐了。	1																					
vocs_over_over_	_n03	vocs_over_over_mansion_debriefing_n03	omuk	hambo		NINJA	neutral		So, we've done it. Lord Yabu's dead. Guess we'll have to find a new lead on Kage-sama.	17	总之，任务完成，薮大名已死。接下来要另起别的线索追查影大人了。	1																					
vocs_over_over_	_n07	vocs_over_over_mansion_debriefing_n07	omuk	hambo		ALCHEMIST			Oh, I wouldn't worry. I suspect he will come to us, now that we have dealt him a massive blow. At any rate, we should return to Mugen.	28	啊，此事无需多虑。依我看，既然我们已给他当头一棒，他必会主动找上门来。总之，先回去与无限碰头再说吧。	1																					
vocs_over_over_	_n08	vocs_over_over_mansion_debriefing_n08	omuk	hambo		NINJA	neutral		Right, right let's get out of here.	7	好的，那先撤吧。	1																					
																																	
									MISSION-WORDCOUNT EN:	1394		112	WARRIOR	GEISHA	ALCHEMIST	SHOGUN	SHOGUNSON	BROGUN	BROGUNSON	DAIMYO	GENERAL	NARRATOR	OFFICER	ENEMY	STATIC	SAMURAI	OFFICIAL	CIVILIAN M	CIVILIAN F	HUSBAND	GUARD1	GUARD2	FAKE
													0	0	513	0	0	0	0	241	0	0	0	0	0	8	48	0	35	0	0	0	0
													0	0	44	0	0	0	0	30	0	0	0	0	0	1	6	0	8	0	0	0	0
																																	
																																	
																																	
																																	
																																	
																																	
