level,section,voen, caster, textEN, textCN

SNIPER1									After spotting Takuma, Hayato explains their plan to Mugen.		After spotting Takuma, Hayato explains their plan to Mugen.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_sniper1_n00	omuk	Mo		ALCHEMIST	in his element		Hmm, my rifle can clear the path ahead. Let me recite another Haiku.	13	呵呵呵……我的狙击枪可为你们开路。让我再吟俳句一首。	1																					
																																	
SNIPER2									Takuma can't leave his sniper spot, even if the player wants him to.		Takuma can't leave his sniper spot, even if the player wants him to.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_sniper2_n00	omuk	Mo		ALCHEMIST	in his element		Hehe, how could I leave now? I am precisely where I'm needed.	12	呵呵呵，怎么能现在离开呢？这个位置再好不过了。	1																					
																																	
STORIES1									Takuma shoots a guard with his long range rifle. Mugen tells Hayato about Takuma.		Takuma shoots a guard with his long range rifle. Mugen tells Hayato about Takuma.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_stories1_n00	omuk	Mo		NINJA	impressed		Impressive shot. Not bad for an old man.	8	果然厉害。老人还能打这么准。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_stories1_n01	omuk	Mo		WARRIOR	respectful		Do not be deceived. I saw him train our soldiers. None of them could match his skill.	17	人不可貌相。我曾见过他训练士兵，他的枪法无人能及。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_stories1_n02	omuk	Mo		NINJA	smug		Glad he's on our side then.	6	辛亏他是我们这边的。	1																					
																																	
STORIES2									Takuma shoots a second guard with his long range rifle		Takuma shoots a second guard with his long range rifle																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_stories2_n00	omuk	Mo		NINJA	more impressed than he wants to admit		He doesn't miss, does he?	5	还真是弹无虚发。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_stories2_n01	omuk	Mo		WARRIOR	intriguing		They say he once defended a mountain pass all by himself. Rumour has it that ten shots were heard, yet fifteen bodies were found.	24	有传言说他曾凭一己之力镇守住了整条山道。据说只听到十声枪响，却发现了十五具尸体。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_stories2_n02	omuk	Mo		NINJA	skeptical	doesn't believe in rumors	And I'm the Shogun's personal tea servant.	7	哈哈！那我还可以说我是将军的贴身茶童呢。	1																					
vocs_over_over_	_n02a	vocs_over_over_firstcastle_stories2_n02a	omuk	Mo		NINJA	skeptical	ALTERNATIVE1	Teh … nobody's that good.	5	啊？不可能这么神吧。	1																					
vocs_over_over_	_n02b	vocs_over_over_firstcastle_stories2_n02b	omuk	Mo		NINJA	skeptical	ALTERNATIVE2	That's why I don't listen to rumours.	7	所以我从不听信传言。	1																					
																																	
HAIKU									Takuma shoots a third guard with his long range rifle		Takuma shoots a third guard with his long range rifle																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_haiku_n00	omuk	Mo		ALCHEMIST	reciting poetry to himself		For love and for hate … I swat a fly and offer it … to an ant.	17	爱憎两相宜，拍蝇果蚁腹	1																					
																																	
PLAN1									Hayato and Mugen reach the place where gunpowder barrels are stored.		Hayato and Mugen reach the place where gunpowder barrels are stored.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_plan1_n00	omuk			ALCHEMIST	curious		Ah, the two have reached the barrels. Now, who will play the part of the mule?	16	啊，二人已到火药桶处。那么谁来当苦力呢？	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_plan1_n01	omuk			WARRIOR	confident		Hayato-san, I will carry the barrel. I trust in your protection.	11	隼人兄，火药桶我来搬。有你保护我很放心。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_plan1_n02	omuk			NINJA	eager		Don't worry, I have your back.	6	别担心，有我在。	1																					
																																	
MEETUP									Hayato climbs the tower where Takuma is perched.		Hayato climbs the tower where Takuma is perched.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_meetup_n00	omuk			ALCHEMIST	amused		Hehe, have you come to ask for advice, boy? 	10	呵呵呵，年轻人，你是来向我讨教吗? 	2																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_meetup_n01	omuk			NINJA	surprised		You're … an old man! How did you get up here so quickly?	13	你……都这么老了!到底是怎么爬上这里来的?	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_meetup_n02	omuk			ALCHEMIST	miscievous		Hmm, a fair question since you have taken the longest possible route.	12	嗯，你是绕了最长的那条道上来的，难怪会问这种问题。	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_meetup_n03	omuk			NINJA	annoyed		Not going to tell me are you?	7	看来你不打算告诉我咯？	1																					
vocs_over_over_	_n04	vocs_over_over_firstcastle_meetup_n04	omuk			ALCHEMIST	very amused		Hehehe …	2	呵呵呵……	1																					
																																	
PLAN2									Mugen has carried the barrel halfway to the gate.		Mugen has carried the barrel halfway to the gate.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_plan2_n00	omuk	Mo		WARRIOR	encumbered but not exhausted		Halfway there.	2	走了一半了。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_plan2_n01	omuk	Mo		ALCHEMIST	impressed		Hmm, such strength. It will be easy for him to heave the barrel up onto the Yagura Mon.	18	嗯，力气真大。对他来说把桶扔到城门顶上简直易如反掌。	1																					
																																	
HOLD									A group of enemy soldiers is covering the front gate of the castle. They are prepared to face Shogunat troops if they break through.		A group of enemy soldiers is covering the front gate of the castle. They are prepared to face Shogunat troops if they break through.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_firstcastle_hold_n00	omuk	mo		OFFICER	tense		Hold the gate, men!	4	大家顶住大门!	1																					
vo_hint_hint_	_n02	vo_hint_hint_firstcastle_hold_n02	omuk	mo		OFFICER	tense		Let no one through!	4	一个都不能放进来!	1																					
vo_hint_hint_	_n03	vo_hint_hint_firstcastle_hold_n03	omuk	mo		OFFICER	tense		We will hold the gate!	5	一定要守住大门!	1																					
vo_hint_hint_	_n04	vo_hint_hint_firstcastle_hold_n04	omuk	mo		OFFICER	tense		They will not get past us!	6	没人能过我们这关！	1																					
																																	
SURPRISE									Mugen throws the barrel down from the gate. It lands directly in front of enemy soldiers.		Mugen throws the barrel down from the gate. It lands directly in front of enemy soldiers.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_firstcastle_surprise_n00	omuk	Mo		OFFICER	tense		What the … ?!	4	什么……?!	1																					
																																	
PLAN3									Mugen places the barrel so when it blows up it will open the way inside for the Shogunate army.		Mugen places the barrel so when it blows up it will open the way inside for the Shogunate army.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_plan3_n00	omuk	Mo		WARRIOR	relieved	has just thrown down the barrel	There!	1	接招！	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_plan3_n01	omuk	Mo		NINJA	focussed		Now it's up to the old man.	7	该老头出马了。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_plan3_n02	omuk	Mo		ALCHEMIST	impressed		Hehe, that was a delight to watch! Now, let me fulfil my end of the bargain.	16	呵呵，你们表现得不错！现在轮到我了。	1																					
																																	
FAIL									Takuma blows up the barrel in the wrong spot.		Takuma blows up the barrel in the wrong spot.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_fail_n00	omuk			ALCHEMIST	pondering	blames his miss on bad luck	Hmm … unfortunate.	3	嗯……真是可惜。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_fail_n01	omuk			NINJA	tense		Watch it, old man! Not like we have many of those!	11	小心点，老头! 总共也没几个桶可以用！	2																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_fail_n02	omuk			ALCHEMIST	reassuring		Hehe, do not worry, boy! It will all work out in the end.	13	呵呵，别担心，年轻人! 车到山前必有路。	2																					
																																	
DEBRIEFING									The team explodes the main castle gate and the Shogunate army rushes inside. Mugen and Hayato watch from safety as Takuma's sniper spot is hit by a cannon.		The team explodes the main castle gate and the Shogunate army rushes inside. Mugen and Hayato watch from safety as Takuma's sniper spot is hit by a cannon.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_firstcastle_debriefing_n00	omuk	Mo		WARRIOR	thrilled	watches his army rush in	This is a glorious day! The Shogun will be victorious, and the war will finally end! We have accomplished much!	20	今日之战辉煌无比，将军必将取胜，战争终将结束。	1																					
vocs_over_over_	_n01	vocs_over_over_firstcastle_debriefing_n01	omuk	Mo		NINJA	smug		Agreed. Just don't expect me to split my pay with you.	11	同意，但我的佣金是不会分给你的。	1																					
vocs_over_over_	_n02	vocs_over_over_firstcastle_debriefing_n02	omuk	Mo		WARRIOR	for duty!!!		Hah, but I do expect you to pay for sake when this is over. Stay safe, Hayato-san! I must re-join the battle. For the Shogun!	25	哈哈，但是等战争结束后你能请我喝顿酒吧。保重，隼人兄！我必须回战场了。为了将军！	1																					
vocs_over_over_	_n03	vocs_over_over_firstcastle_debriefing_n03	omuk	Mo		NINJA	amused		Teh, samurai. Always eager to get killed.	7	果然，这帮武士总是这么拼命。	1																					
vocs_over_over_	_n04	vocs_over_over_firstcastle_debriefing_n04	omuk	Mo		ALCHEMIST	excitement	camera shows Takuma shooting his rifle to support the Shogunate army	Ah, history has been written today! The dawn of a new era. I didn't think I'd life to see it, hehe …	22	啊，今日必将载入史册！新时代即将到来。我本来以为这辈子看不到了，呵呵呵……	1																					
vocs_over_over_	_n05	vocs_over_over_firstcastle_debriefing_n05	omuk	Mo		SAMURAI	commanding	camera moves to Shogunat troops preparing a row of siege cannons	New orders from Lord Yabu. We are to attack the north towers. Aim the cannons.	15	薮大名下了新命令，要我们攻击北塔楼。火炮瞄准！	1																					
vocs_over_over_	_n06	vocs_over_over_firstcastle_debriefing_n06	omuk	Mo		OFFICER	careful		W-wait … don't we have a man up there?	9	等一下……上面不是还有自己人吗？	1																					
vocs_over_over_	_n07	vocs_over_over_firstcastle_debriefing_n07	omuk	Mo		SAMURAI	angry		How dare you question an order? The cannons! Now!	9	你竟敢质疑命令？火炮立即准备！	1																					
vocs_over_over_	_n08	vocs_over_over_firstcastle_debriefing_n08	omuk	Mo		OFFICER	dutyful		Y-yes, of course!	3	是-是，遵命！	1																					
vocs_over_over_	_n09	vocs_over_over_firstcastle_debriefing_n09	omuk	Mo		SAMURAI	commanding		Fire!	1	开炮！	1																					
vocs_over_over_	_n10	vocs_over_over_firstcastle_debriefing_n10	omuk	Mo		ALCHEMIST	shocked	cannonballs strike around Takuma's tower	Fools! What are they doing?!	5	蠢货！他们什么意思？！	1																					
vocs_over_over_	_n11	vocs_over_over_firstcastle_debriefing_n11	omuk	Mo		ALCHEMIST	shocked	Takuma's tower is hit by a cannon, he falls off	Aaah!	1	哇啊啊！	1																					
																																	
