5,2,11		"CUTSCENE
CONTEXT
WORLD"				"NINJA
TRAPPER
vocs_over_over_	_n02	vocs_over_over_monastery2_reunionnin_n02				NINJA	excited		Hrm … have to get the others …	8	嗯……得让其他人也都过来……	1																					
																																	
REUNION TRA									Yuki finds Mugen, but everyone needs to be there.		Yuki finds Mugen, but everyone needs to be there.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_reuniontra_n00				TRAPPER	excited		Master Samurai!	2	武士大哥！	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_reuniontra_n01				WARRIOR	broken, tormented	trapped in his mind	Forgive me … forgive me …	6	对不起……对不起……	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_reuniontra_n02				TRAPPER	excited		What's wrong with you …	5	你怎么了……	1																					
																																	
REUNION GEI									Aiko finds Mugen, but everyone needs to be there.		Aiko finds Mugen, but everyone needs to be there.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_reuniongei_n00				GEISHA	excited		My love!	2	无限大哥！	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_reuniongei_n01				WARRIOR	broken, tormented	trapped in his mind	I failed you … I'm sorry …	7	我失败了……对不起……	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_reuniongei_n02				GEISHA	excited		He is not thinking clearly. We need the others here.	10	他现在头脑不清楚。得把其他人都找来。	1																					
																																	
REUNION ALC									Takuma finds Mugen, but everyone needs to be there.		Takuma finds Mugen, but everyone needs to be there.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_reunionalc_n00				ALCHEMIST	worried		Mugen-san …	2	无限啊……	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_reunionalc_n01				WARRIOR	broken, tormented	trapped in his mind	Impossible … why …	4	不可能……为什么……	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_reunionalc_n02				ALCHEMIST	worried		He is trapped in his own mind. We must gather everyone here.	12	他现在思绪混乱。必须把所有人都找来。	1																					
																																	
SEPPUKU									The team hears from Mugen what has happened. Since he has failed his master, he wishes to commit Seppuku, and instructs the team to continue their mission.		The team hears from Mugen what has happened. Since he has failed his master, he wishes to commit Seppuku, and instructs the team to continue their mission.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_seppuku_n00				WARRIOR	tired, broken	blickt auf	You … you are all still alive …	8	你们……大家都还活着……	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_seppuku_n01				GEISHA	shocked	tritt vor	My love what happened to the Shogun's son? Did Noboru kill him?	12	无限大哥，龙之介大人怎么了？是昇杀了他吗？	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_seppuku_n02				WARRIOR	tired, broken		… his son did the deed.	6	……是他儿子杀的。	1																					
vocs_over_over_	_n03	vocs_over_over_monastery2_seppuku_n03				ALCHEMIST	dark		So much darkness.	3	真是凄惨啊。	1																					
vocs_over_over_	_n04	vocs_over_over_monastery2_seppuku_n04				NINJA	let's go	tritt vor	We'll make him pay for this! Come with us.	9	要让他血债血偿！我们走。	1																					
vocs_over_over_	_n05	vocs_over_over_monastery2_seppuku_n05				WARRIOR	tired, broken		I ... I can accompany you no longer.	8	我……不能再与你们同行了。	1																					
vocs_over_over_	_n06	vocs_over_over_monastery2_seppuku_n06				GEISHA	fear	knows that Mugen will commit suicide	Mugen … 	3	无限大哥…… 	2																					
vocs_over_over_	_n07	vocs_over_over_monastery2_seppuku_n07				WARRIOR	sorry, determined		I have failed Ryūnosuke ... I have failed my Shogun … now I must beg your forgiveness as well.	19	我没能……没能保护龙之介大人……现在必须给大家一个交代。	1																					
vocs_over_over_	_n08	vocs_over_over_monastery2_seppuku_n08				TRAPPER	anxious		What is he talking about?	5	这是在说什么呢？	1																					
vocs_over_over_	_n09	vocs_over_over_monastery2_seppuku_n09				NINJA	angry		When a samurai has been shamed ... he thinks he has to …	13	武士的名誉受辱之时……为了一雪前耻，只能……	1																					
vocs_over_over_	_n10	vocs_over_over_monastery2_seppuku_n10				TRAPPER	horrified		What?! No! Master samurai!	4	什么？！不要！武士大哥！	1																					
vocs_over_over_	_n11	vocs_over_over_monastery2_seppuku_n11				ALCHEMIST	gentle, sad		Yuki-chan …	2	友希姑娘……	1																					
vocs_over_over_	_n12	vocs_over_over_monastery2_seppuku_n12				TRAPPER	horrified		No! We can't let him! I … I don't want him to die! 	14	不！不能不管！我……不想让他死！ 	2																					
vocs_over_over_	_n13	vocs_over_over_monastery2_seppuku_n13				ALCHEMIST	gentle, sad		We feel the same, Yuki-chan. But don't you see? To die like a samurai … it is the only thing left to him. We must show our respect, for we can do nothing else.	34	我们也不想啊，友希姑娘。但没有办法，用武士的方式死去……是留给他最后的尊严了。除了尊重他的选择我们也无能为力了。	1																					
vocs_over_over_	_n14	vocs_over_over_monastery2_seppuku_n14				GEISHA	open	approaches him slowly	… do you wish me to join you?	8	……让我陪你一起。	1																					
vocs_over_over_	_n15	vocs_over_over_monastery2_seppuku_n15				WARRIOR	sad, broken		My love … I would be honoured … but they need you most of all.	15	我的爱人……谢谢你……但大家还需要你。	1																					
vocs_over_over_	_n16	vocs_over_over_monastery2_seppuku_n16				GEISHA	gentle, sad	approaches him	Then let me make you one final gift. A secret, meant only for you …	15	那让我送你最后一件礼物。一个只对你讲的秘密……	1																					
vocs_over_over_	_n17	vocs_over_over_monastery2_seppuku_n17				WARRIOR	a bit hopeful	Aiko whispers in his ear.	… ah … something ends, something begins. It is as it should be.	13	……啊……这就是所谓的有终便有始么。世道本该如此。	1																					
vocs_over_over_	_n18	vocs_over_over_monastery2_seppuku_n18				GEISHA	accepting, sad	leaves him	Farewell … my love.	4	永别了……我的爱人。	1																					
vocs_over_over_	_n19	vocs_over_over_monastery2_seppuku_n19				WARRIOR	sad determination	picks up the blade Noboru gave him	The time has come …	5	时辰已到……	1																					
vocs_over_over_	_n20	vocs_over_over_monastery2_seppuku_n20				NINJA	surprisingly emotional		Mugen …	2	无限……	1																					
vocs_over_over_	_n21	vocs_over_over_monastery2_seppuku_n21				WARRIOR	sad determination		Hayato-san?	1	隼人兄?	1																					
vocs_over_over_	_n22	vocs_over_over_monastery2_seppuku_n22				NINJA	surprisingly emotional	struggle for words	What you said …  I … I'm glad we met. It was an honour, fighting by your side.	19	要怎么说……我……很高兴能认识你。很荣幸能与您并肩战斗。	1																					
vocs_over_over_	_n23	vocs_over_over_monastery2_seppuku_n23				WARRIOR	emotional		… likewise, Hayato-san. Farewell.	4	……我也一样，隼人兄。永别了。	1																					
vocs_over_over_	_n23a	vocs_over_over_monastery2_seppuku_n23a				WARRIOR	emotional	ALTERNATIVE	Farewell, Hayato-san.	2	永别了，隼人兄。	1																					
vocs_over_over_	_n24	vocs_over_over_monastery2_seppuku_n24				TRAPPER	desperate	tries to run to Mugen	No! Mugen-sama!	2	不行！武士大哥!	1																					
vocs_over_over_	_n25	vocs_over_over_monastery2_seppuku_n25				ALCHEMIST	commanding		Yuki!	1	友希！	1																					
vocs_over_over_	_n26	vocs_over_over_monastery2_seppuku_n26				TRAPPER	loses her fight	stops when she hears Takuma's voice, breaks down	No …	2	不要……	1																					
vocs_over_over_	_n27	vocs_over_over_monastery2_seppuku_n27				WARRIOR	solemn	"readies the blade
speaks death poem"	Falling ill on a journey … my dreams go wandering … over withered fields.	14	旅途罹病……荒原驰骋……梦魂萦。	1																					
vocs_over_over_	_n28	vocs_over_over_monastery2_seppuku_n28				WARRIOR	dying	cuts his belly, takes his time, finally collapses 	… !	2	……!	1																					
vocs_over_over_	_n29	vocs_over_over_monastery2_seppuku_n29				TRAPPER	crying	*quiet sobbing*	…	1	…	1																					
vocs_over_over_	_n30	vocs_over_over_monastery2_seppuku_n30				GEISHA	sad	Geisha leaves first, Ninja follows, then Takuma and Yuki	Death has found him. Let us leave.	7	他已经去了。我们走吧。	1																					
																																	
LEADER1									Having left the main plaza, now outside the main monastery gate.		Having left the main plaza, now outside the main monastery gate.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_leader1_n00				GEISHA	urgent		We are not safe yet. Let us leave this place.	10	我们也还没脱离险境，赶紧离开这里。	1																					
																																	
LEADER2									Hayato is filled with rage. Aiko keeps him in line		Hayato is filled with rage. Aiko keeps him in line																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_leader2_n00				NINJA	quiet rage		Mugen … damn!	3	无限……混账！	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_leader2_n01				GEISHA	urgent		Control your temper, Hayato-san. Focus.	5	冷静下来，隼人兄。该做的事还没做完。	1																					
																																	
LEADER3									Hayato is filled with rage. Aiko keeps him in line		Hayato is filled with rage. Aiko keeps him in line																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_leader3_n00				TRAPPER	in shock		M-Mugen-sama. H-he's ...	3	武士大哥。为-为什么……	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_leader3_n01				GEISHA	urgent		Not now, Yuki-chan. There is no time for grief.	9	友希小妹，这样可不行。现在还不是悲伤的时候。	1																					
																																	
NINJATO									Hayato takes his Ninjato off a dead or unconcious enemy. (also works with Shuriken)		Hayato takes his Ninjato off a dead or unconcious enemy. (also works with Shuriken)																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_ninjato_n00				NINJA	quiet rage		Alive again. Good.	3	拿回来了，好！	1																					
																																	
ABUSE2									A temple servant is begging a guard for mercy.		A temple servant is begging a guard for mercy.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_monastery2_abuse2_n00				CIVILIAN F	desperate	as temple servant	Please, I beg you …	5	求求你，饶了我们……	1																					
vo_hint_hint_	_n01	vo_hint_hint_monastery2_abuse2_n01				ENEMY	angry		Quiet, woman!	2	闭嘴，女人！	1																					
vo_hint_hint_	_n02	vo_hint_hint_monastery2_abuse2_n02				CIVILIAN F	desperate	as temple servant	Don't do this …	4	请住手……	1																					
vo_hint_hint_	_n03	vo_hint_hint_monastery2_abuse2_n03				ENEMY	angry		I said quiet!	3	我说了，闭嘴！	1																					
vo_hint_hint_	_n04	vo_hint_hint_monastery2_abuse2_n04				CIVILIAN F	desperate	as temple servant	We did nothing …	4	我们什么都没做啊……	1																					
vo_hint_hint_	_n05	vo_hint_hint_monastery2_abuse2_n05				ENEMY	angry		You are mine, woman. Now kneel!	6	你归我了，女人，跪下！	1																					
vo_hint_hint_	_n06	vo_hint_hint_monastery2_abuse2_n06				CIVILIAN F	desperate	as temple servant	I … I won't …	5	我……我不……	1																					
vo_hint_hint_	_n07	vo_hint_hint_monastery2_abuse2_n07				ENEMY	angry		Silence! Kneel beside the others.	5	闭嘴！跪在她们旁边。	1																					
																																	
ABUSE3									A guard shots a monk and two temple servants one after the other.		A guard shots a monk and two temple servants one after the other.																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vo_hint_hint_	_n00	vo_hint_hint_monastery2_abuse3_n00				CIVILIAN M	terror	as monk	Please, I beg you …	5	求求你，饶了我们……	1																					
vo_hint_hint_	_n01	vo_hint_hint_monastery2_abuse3_n01				CIVILIAN F	contempt	as temple servant	Demon …	2	魔鬼……	1																					
vo_hint_hint_	_n02	vo_hint_hint_monastery2_abuse3_n02				CIVILIAN F	hopeless	as temple servant	… you killed them.	4	……你杀了他们。	1																					
vo_hint_hint_	_n03	vo_hint_hint_monastery2_abuse3_n03				ENEMY	cold		All done …	3	完事儿……	1																					
																																	
DEBRIEFING									The team escapes the monastery		The team escapes the monastery																						
PREFIX	SUFFIX	NAME	REC.	IMPL.	IMPL. BY	SPEAKER	MOOD	COMMENT	EN	CEN	EN2	CDE																					
vocs_over_over_	_n00	vocs_over_over_monastery2_debriefing_n00				GEISHA	slight relief		We have made it.	4	大家都逃出来了。	1																					
vocs_over_over_	_n01	vocs_over_over_monastery2_debriefing_n01				NINJA	quiet rage		… not all of us.	5	……少一个人。	1																					
vocs_over_over_	_n02	vocs_over_over_monastery2_debriefing_n02				TRAPPER	sad	close to crying	He's still up there …	5	他还在那……	1																					
vocs_over_over_	_n03	vocs_over_over_monastery2_debriefing_n03				ALCHEMIST	consoling		Hush, Yuki-chan. There is nothing we could have done.	9	嘘，友希姑娘。我们已经尽力了。	1																					
vocs_over_over_	_n04	vocs_over_over_monastery2_debriefing_n04				NINJA	tense		What now?	2	接下来...怎么办？	1																					
vocs_over_over_	_n05	vocs_over_over_monastery2_debriefing_n05				GEISHA	calm		We must wait until an opportunity presents itself. It will give us time to recover our strength. For now, I suggest we leave this awful place.	26	我们需要时间来恢复力量，同时等待机会。现在，先离开这个残酷的地方吧。	1																					
											0																						
									MISSION-WORDCOUNT EN:	1260		6	WARRIOR	GEISHA	ALCHEMIST	SHOGUN	SHOGUNSON	BROGUN	BROGUNSON	DAIMYO	GENERAL	NARRATOR	OFFICER	ENEMY	STATIC	SAMURAI	OFFICIAL	CIVILIAN M	CIVILIAN F	HUSBAND	GUARD1	GUARD2	FAKE
													138	151	200	0	38	143	18	0	0	0	0	69	50	72	0	30	24	0	0	0	0
													21	17	21	0	7	14	2	0	0	0	0	12	4	10	0	5	6	0	0	0	0
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
