PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN
vo_ply_ply_	tra_	death_	normal_01	vo_ply_ply_tra_death_normal_01				omuk	philipp	char death	Trapper	frightened	dies in the end	師匠…。 
vo_ply_ply_	tra_	corpse_pickup_execute_	normal_00	vo_ply_ply_tra_corpse_pickup_execute_normal_00				omuk	philipp	"pickup corpse
pickup object"	Trapper		(sound) pick up dead body	
vo_ply_ply_	tra_	corpse_pickup_execute_	normal_01	vo_ply_ply_tra_corpse_pickup_execute_normal_01				omuk	philipp	"pickup corpse
pickup object"	Trapper		(sound) pick up dead body	
vo_ply_ply_	tra_	corpse_pickup_execute_	normal_02	vo_ply_ply_tra_corpse_pickup_execute_normal_02				omuk	philipp	"pickup corpse
pickup object"	Trapper		(sound) pick up dead body	
vo_ply_ply_	tra_	corpse_drop_execute_	normal_00	vo_ply_ply_tra_corpse_drop_execute_normal_00				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Trapper		(sound) lay down dead body	
vo_ply_ply_	tra_	corpse_drop_execute_	normal_01	vo_ply_ply_tra_corpse_drop_execute_normal_01				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Trapper		(sound) lay down dead body	
vo_ply_ply_	tra_	corpse_drop_execute_	normal_02	vo_ply_ply_tra_corpse_drop_execute_normal_02				omuk	philipp	"drop corpse
drop corpse in door
throw corpse off cliffs
drop object"	Trapper		(sound) lay down dead body	
vo_ply_ply_	tra_	jump_execute_	normal_00	vo_ply_ply_tra_jump_execute_normal_00				omuk	philipp	jump	Trapper		(sound) jump	
vo_ply_ply_	tra_	jump_execute_	normal_01	vo_ply_ply_tra_jump_execute_normal_01				omuk	philipp	jump	Trapper		(sound) jump	
vo_ply_ply_	tra_	jump_execute_	normal_02	vo_ply_ply_tra_jump_execute_normal_02				omuk	philipp	jump	Trapper		(sound) jump	
vo_ply_ply_	tra_	jump_comment_	normal_00	vo_ply_ply_tra_jump_comment_normal_00				omuk		after jump	Trapper	whispered	rare	羽根のように軽く。
vo_ply_ply_	tra_	jump_comment_	tense_00	vo_ply_ply_tra_jump_comment_tense_00				omuk		after jump	Trapper	whispered	rare	飛ぶ！
vo_ply_ply_	tra_	jump_comment_	dark_00	vo_ply_ply_tra_jump_comment_dark_00				omuk		after jump	Trapper	whispered	rare	飛ぶのよ…。
vo_ply_ply_	tra_	use_vertical_execute_	normal_00	vo_ply_ply_tra_use_vertical_execute_normal_00				omuk	philipp	use vertical	Trapper		(sound) climbing	
vo_ply_ply_	tra_	use_vertical_execute_	normal_01	vo_ply_ply_tra_use_vertical_execute_normal_01				omuk	philipp	use vertical	Trapper		(sound) climbing	
vo_ply_ply_	tra_	use_vertical_execute_	normal_02	vo_ply_ply_tra_use_vertical_execute_normal_02				omuk	philipp	use vertical	Trapper		(sound) climbing	
vo_ply_ply_	tra_	use_vertical_comment_	normal_00	vo_ply_ply_tra_use_vertical_comment_normal_00				omuk		after use vertical	Trapper	stealthy	rare	上下に。
vo_ply_ply_	tra_	use_vertical_comment_	tense_00	vo_ply_ply_tra_use_vertical_comment_tense_00				omuk		after use vertical	Trapper	tense	rare	近道！
vo_ply_ply_	tra_	use_vertical_comment_	dark_00	vo_ply_ply_tra_use_vertical_comment_dark_00				omuk		after use vertical	Trapper	anxious	rare	ここね。
vo_ply_ply_	tra_	melee_select_	normal_00	vo_ply_ply_tra_melee_select_normal_00				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	stealthy		小刀さん、起きてよ。
vo_ply_ply_	tra_	melee_select_	normal_01	vo_ply_ply_tra_melee_select_normal_01				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	stealthy		う～ん、すごく鋭いわ。
vo_ply_ply_	tra_	melee_select_	normal_02	vo_ply_ply_tra_melee_select_normal_02				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	stealthy		ネズミの歯…。
vo_ply_ply_	tra_	melee_select_	tense_00	vo_ply_ply_tra_melee_select_tense_00				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	tense		小刀さん、起きてよ！
vo_ply_ply_	tra_	melee_select_	tense_01	vo_ply_ply_tra_melee_select_tense_01				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	tense		素早く、鋭く！
vo_ply_ply_	tra_	melee_select_	tense_02	vo_ply_ply_tra_melee_select_tense_02				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	tense		ネズミの歯！
vo_ply_ply_	tra_	melee_select_	dark_00	vo_ply_ply_tra_melee_select_dark_00				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	anxious		素早く…鋭く…。
vo_ply_ply_	tra_	melee_select_	dark_01	vo_ply_ply_tra_melee_select_dark_01				omuk	philipp	"sel skill melee
switch from knockout"	Trapper	anxious		小刀…。
vo_ply_ply_	tra_	melee_execute_	normal_00	vo_ply_ply_tra_melee_execute_normal_00				omuk	philipp	use skill melee	Trapper	quietly	(sound) stab a persons leg, then the neck	
vo_ply_ply_	tra_	melee_execute_	normal_01	vo_ply_ply_tra_melee_execute_normal_01				omuk	philipp	use skill melee	Trapper	quietly	(sound) stab a persons leg, then the neck	
vo_ply_ply_	tra_	melee_execute_	normal_02	vo_ply_ply_tra_melee_execute_normal_02				omuk	philipp	use skill melee	Trapper	quietly	(sound) stab a persons leg, then the neck	
vo_ply_ply_	tra_	melee_comment_	normal_00	vo_ply_ply_tra_melee_comment_normal_00				omuk		after skill melee	Trapper	stealthy	rare	グサッと。
vo_ply_ply_	tra_	melee_comment_	tense_00	vo_ply_ply_tra_melee_comment_tense_00				omuk		after skill melee	Trapper	stealthy	rare	膝は突く。首はグサッ。
vo_ply_ply_	tra_	melee_comment_	dark_00	vo_ply_ply_tra_melee_comment_dark_00				omuk		after skill melee	Trapper	tense	rare	素早く！素早くしないと！
vo_ply_ply_	tra_	melee_comment_	dark_01	vo_ply_ply_tra_melee_comment_dark_01				omuk		after skill melee	Trapper	anxious	rare	静かに…。
vo_ply_ply_	tra_	knockout_select_	normal_00	vo_ply_ply_tra_knockout_select_normal_00				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	stealthy		小刀はダメよ。
vo_ply_ply_	tra_	knockout_select_	normal_01	vo_ply_ply_tra_knockout_select_normal_01				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	stealthy	talks to herself	殺しちゃダメよ。
vo_ply_ply_	tra_	knockout_select_	normal_02	vo_ply_ply_tra_knockout_select_normal_02				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	stealthy		小刀さんはお休み。
vo_ply_ply_	tra_	knockout_select_	tense_00	vo_ply_ply_tra_knockout_select_tense_00				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	tense		小刀はなしね。
vo_ply_ply_	tra_	knockout_select_	tense_01	vo_ply_ply_tra_knockout_select_tense_01				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	tense		殺しちゃダメ。
vo_ply_ply_	tra_	knockout_select_	tense_02	vo_ply_ply_tra_knockout_select_tense_02				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	tense		小刀さんはお休み。
vo_ply_ply_	tra_	knockout_select_	dark_00	vo_ply_ply_tra_knockout_select_dark_00				omuk	philipp	"sel skill knockout
switch from melee"	Trapper	anxious		血は出さない、と…。
vo_ply_ply_	tra_	knockout_execute_	normal_00	vo_ply_ply_tra_knockout_execute_normal_00				omuk	philipp	use skill knockout	Trapper	quietly	(sound) jump high and punsh person's head	
vo_ply_ply_	tra_	knockout_execute_	normal_01	vo_ply_ply_tra_knockout_execute_normal_01				omuk	philipp	use skill knockout	Trapper	quietly	(sound) jump high and punsh person's head	
vo_ply_ply_	tra_	knockout_execute_	normal_02	vo_ply_ply_tra_knockout_execute_normal_02				omuk	philipp	use skill knockout	Trapper	quietly	(sound) jump high and punsh person's head	
vo_ply_ply_	tra_	knockout_comment_	normal_00	vo_ply_ply_tra_knockout_comment_normal_00				omuk		com skill knockout	Trapper	stealthy	rare	猫の手。
vo_ply_ply_	tra_	knockout_comment_	normal_01	vo_ply_ply_tra_knockout_comment_normal_01				omuk		com skill knockout	Trapper	stealthy	rare	おやすみなさい。
vo_ply_ply_	tra_	knockout_comment_	tense_00	vo_ply_ply_tra_knockout_comment_tense_00				omuk		com skill knockout	Trapper	tense	rare	ゆっくり眠ってね。
vo_ply_ply_	tra_	knockout_comment_	dark_00	vo_ply_ply_tra_knockout_comment_dark_00				omuk		com skill knockout	Trapper	anxious	rare	起きちゃダメよ。
vo_ply_ply_	tra_	dropkill_execute_	normal_00	vo_ply_ply_tra_dropkill_execute_normal_00				omuk	philipp	use skill dropkill	Trapper	quietly	(sound) drop down attack	
vo_ply_ply_	tra_	dropkill_execute_	normal_01	vo_ply_ply_tra_dropkill_execute_normal_01				omuk	philipp	use skill dropkill	Trapper	quietly	(sound) drop down attack	
vo_ply_ply_	tra_	dropkill_execute_	normal_02	vo_ply_ply_tra_dropkill_execute_normal_02				omuk	philipp	use skill dropkill	Trapper	quietly	(sound) drop down attack	
vo_ply_ply_	tra_	dropkill_comment_	normal_00	vo_ply_ply_tra_dropkill_comment_normal_00				omuk		after skill dropkill	Trapper	stealthy	rare	へへ、忍びみたい。
vo_ply_ply_	tra_	dropkill_comment_	tense_00	vo_ply_ply_tra_dropkill_comment_tense_00				omuk		after skill dropkill	Trapper	tense	rare	下、気を付けて！
vo_ply_ply_	tra_	dropkill_comment_	dark_00	vo_ply_ply_tra_dropkill_comment_dark_00				omuk		after skill dropkill	Trapper	anxious	rare	隼人さんみたいね。
vo_ply_ply_	tra_	whistle_select_	normal_00	vo_ply_ply_tra_whistle_select_normal_00				omuk	philipp	sel skill whistle	Trapper	stealthy		ステキなメロディ。
vo_ply_ply_	tra_	whistle_select_	normal_01	vo_ply_ply_tra_whistle_select_normal_01				omuk	philipp	sel skill whistle	Trapper	stealthy		メロディ、行くわよ。
vo_ply_ply_	tra_	whistle_select_	normal_02	vo_ply_ply_tra_whistle_select_normal_02				omuk	philipp	sel skill whistle	Trapper	stealthy		鳥の声。
vo_ply_ply_	tra_	whistle_select_	tense_00	vo_ply_ply_tra_whistle_select_tense_00				omuk	philipp	sel skill whistle	Trapper	tense		コソコソのメロディ！
vo_ply_ply_	tra_	whistle_select_	tense_01	vo_ply_ply_tra_whistle_select_tense_01				omuk	philipp	sel skill whistle	Trapper	tense		メロディ、行くわよ！
vo_ply_ply_	tra_	whistle_select_	tense_02	vo_ply_ply_tra_whistle_select_tense_02				omuk	philipp	sel skill whistle	Trapper	tense		鳥の声！
vo_ply_ply_	tra_	whistle_select_	dark_00	vo_ply_ply_tra_whistle_select_dark_00				omuk	philipp	sel skill whistle	Trapper	anxious		あたしのメロディ…。
vo_ply_ply_	tra_	whistle_comment_	normal_00	vo_ply_ply_tra_whistle_comment_normal_00				omuk		after skill whistle	Trapper	stealthy	rare	お気に入りなの。
vo_ply_ply_	tra_	whistle_comment_	tense_00	vo_ply_ply_tra_whistle_comment_tense_00				omuk		after skill whistle	Trapper	tense	rare	聞いて！
vo_ply_ply_	tra_	whistle_comment_	dark_00	vo_ply_ply_tra_whistle_comment_dark_00				omuk		after skill whistle	Trapper	anxious	rare	聞いて…。
vo_ply_ply_	tra_	trap_select_	normal_00	vo_ply_ply_tra_trap_select_normal_00				omuk	philipp	sel skill trap	Trapper	stealthy		罠さん、起きてね。
vo_ply_ply_	tra_	trap_select_	normal_01	vo_ply_ply_tra_trap_select_normal_01				omuk	philipp	sel skill trap	Trapper	stealthy		蛇みたいに巻いてるわ！
vo_ply_ply_	tra_	trap_select_	normal_02	vo_ply_ply_tra_trap_select_normal_02				omuk	philipp	sel skill trap	Trapper	stealthy		うん、ちゃんと動くわね。
vo_ply_ply_	tra_	trap_select_	tense_00	vo_ply_ply_tra_trap_select_tense_00				omuk	philipp	sel skill trap	Trapper	tense		罠さん、起きてね！
vo_ply_ply_	tra_	trap_select_	tense_01	vo_ply_ply_tra_trap_select_tense_01				omuk	philipp	sel skill trap	Trapper	tense		ちゃんと巻いてるわ！
vo_ply_ply_	tra_	trap_select_	tense_02	vo_ply_ply_tra_trap_select_tense_02				omuk	philipp	sel skill trap	Trapper	tense		うんうん、しっかり動いてるわ。
vo_ply_ply_	tra_	trap_select_	dark_00	vo_ply_ply_tra_trap_select_dark_00				omuk	philipp	sel skill trap	Trapper	anxious		罠さん…。
vo_ply_ply_	tra_	trap_execute_	normal_00	vo_ply_ply_tra_trap_execute_normal_00				omuk	philipp	use skill trap	Trapper	quietly	(sound) sets up trap, hums to herself	
vo_ply_ply_	tra_	trap_execute_	normal_01	vo_ply_ply_tra_trap_execute_normal_01				omuk	philipp	use skill trap	Trapper	quietly	(sound) sets up trap, hums to herself	
vo_ply_ply_	tra_	trap_execute_	normal_02	vo_ply_ply_tra_trap_execute_normal_02				omuk	philipp	use skill trap	Trapper	quietly	(sound) sets up trap, hums to herself	
vo_ply_ply_	tra_	trap_comment_	normal_00	vo_ply_ply_tra_trap_comment_normal_00				omuk		after skill trap	Trapper	stealthy	rare	イヤなサプライズでしょ。
vo_ply_ply_	tra_	trap_comment_	normal_01	vo_ply_ply_tra_trap_comment_normal_01				omuk		after skill trap	Trapper	stealthy	rare	クモの巣に足を踏み入れるってね。
vo_ply_ply_	tra_	trap_comment_	tense_00	vo_ply_ply_tra_trap_comment_tense_00				omuk		after skill trap	Trapper	tense	rare	う～ん、いい場所だわ。
vo_ply_ply_	tra_	trap_comment_	tense_01	vo_ply_ply_tra_trap_comment_tense_01				omuk		after skill trap	Trapper	tense	rare	イヤなサプライズ！
vo_ply_ply_	tra_	trap_comment_	dark_00	vo_ply_ply_tra_trap_comment_dark_00				omuk		after skill trap	Trapper	anxious	rare	そう、そこ…。
vo_ply_ply_	tra_	trap_comment_trigger_	normal_00	vo_ply_ply_tra_trap_comment_trigger_normal_00				omuk		after trap trigger	Trapper	stealthy	rare	うまくいったわ！
vo_ply_ply_	tra_	trap_comment_trigger_	normal_01	vo_ply_ply_tra_trap_comment_trigger_normal_01				omuk		after trap trigger	Trapper	stealthy	rare	バッチリな罠ね！
vo_ply_ply_	tra_	trap_comment_trigger_	tense_00	vo_ply_ply_tra_trap_comment_trigger_tense_00				omuk		after trap trigger	Trapper	tense	rare	はい！
vo_ply_ply_	tra_	trap_comment_trigger_	dark_00	vo_ply_ply_tra_trap_comment_trigger_dark_00				omuk		after trap trigger	Trapper	anxious	rare	ありがと、罠さん…。
vo_ply_ply_	tra_	trap_comment_break_	normal_00	vo_ply_ply_tra_trap_comment_break_normal_00				omuk		samurai breaks trap	Trapper	anxious	rare	イヤな侍ね。
vo_ply_ply_	tra_	trap_comment_break_	tense_00	vo_ply_ply_tra_trap_comment_break_tense_00				omuk		samurai breaks trap	Trapper	anxious	rare	あ！罠さん！
vo_ply_ply_	tra_	trap_comment_break_	dark_00	vo_ply_ply_tra_trap_comment_break_dark_00				omuk		samurai breaks trap	Trapper	anxious	rare	ダメ！罠さん！
vo_ply_ply_	tra_	trap_no_ammo_	normal_00	vo_ply_ply_tra_trap_no_ammo_normal_00				omuk	philipp	use skill trap no ammo	Trapper	stealthy	special no ammo for trap	ちょっと！罠さん、どこなの？
vo_ply_ply_	tra_	trap_no_ammo_	normal_01	vo_ply_ply_tra_trap_no_ammo_normal_01				omuk	philipp	use skill trap no ammo	Trapper	stealthy	special no ammo for shuriken	どこに置いたっけ？
vo_ply_ply_	tra_	trap_no_ammo_	normal_02	vo_ply_ply_tra_trap_no_ammo_normal_02				omuk	philipp	use skill trap no ammo	Trapper	stealthy	special no ammo for shuriken	あ～あ、罠失くしちゃった。
vo_ply_ply_	tra_	trap_no_ammo_	tense_00	vo_ply_ply_tra_trap_no_ammo_tense_00				omuk	philipp	use skill trap no ammo	Trapper	tense	special no ammo for trap	罠さん、どこにいるの？
vo_ply_ply_	tra_	trap_no_ammo_	tense_01	vo_ply_ply_tra_trap_no_ammo_tense_01				omuk	philipp	use skill trap no ammo	Trapper	tense	special no ammo for shuriken	自分の罠失くしてどうするのよ！
vo_ply_ply_	tra_	trap_no_ammo_	tense_02	vo_ply_ply_tra_trap_no_ammo_tense_02				omuk	philipp	use skill trap no ammo	Trapper	tense	special no ammo for shuriken	イヤ～！罠さん、どこなの？
vo_ply_ply_	tra_	trap_no_ammo_	dark_00	vo_ply_ply_tra_trap_no_ammo_dark_00				omuk	philipp	use skill trap no ammo	Trapper	anxious	special no ammo for shuriken	罠がないわ…。
vo_ply_ply_	tra_	ammo_pickup_execute_	normal_00	vo_ply_ply_tra_ammo_pickup_execute_normal_00				omuk	philipp	pickup ammo	Trapper	stealthy	picks up ammo for trap/gun/heal	もらうわね。
vo_ply_ply_	tra_	ammo_pickup_execute_	normal_01	vo_ply_ply_tra_ammo_pickup_execute_normal_01				omuk	philipp	pickup ammo	Trapper	stealthy	picks up ammo for trap/gun/heal	誰もいらないんでしょ？
vo_ply_ply_	tra_	ammo_pickup_execute_	normal_02	vo_ply_ply_tra_ammo_pickup_execute_normal_02				omuk	philipp	pickup ammo	Trapper	stealthy	picks up ammo for trap/gun/heal	あたしにもらって欲しいって。
vo_ply_ply_	tra_	ammo_pickup_execute_	tense_00	vo_ply_ply_tra_ammo_pickup_execute_tense_00				omuk	philipp	pickup ammo	Trapper	tense	picks up ammo for trap/gun/heal	手に入れたわ！
vo_ply_ply_	tra_	ammo_pickup_execute_	tense_01	vo_ply_ply_tra_ammo_pickup_execute_tense_01				omuk	philipp	pickup ammo	Trapper	tense	picks up ammo for trap/gun/heal	あたしのよ！
vo_ply_ply_	tra_	ammo_pickup_execute_	tense_02	vo_ply_ply_tra_ammo_pickup_execute_tense_02				omuk	philipp	pickup ammo	Trapper	tense	picks up ammo for trap/gun/heal	任せて！
vo_ply_ply_	tra_	ammo_pickup_execute_	dark_00	vo_ply_ply_tra_ammo_pickup_execute_dark_00				omuk	philipp	pickup ammo	Trapper	anxious	picks up ammo for trap/gun/heal	いいわね。
vo_ply_ply_	tra_	gun_select_	normal_00	vo_ply_ply_tra_gun_select_normal_00				omuk	philipp	sel skill gun	Trapper	stealthy		ピストルさん。
vo_ply_ply_	tra_	gun_select_	normal_01	vo_ply_ply_tra_gun_select_normal_01				omuk	philipp	sel skill gun	Trapper	stealthy	*sniff*	あ、火薬のせいよ。
vo_ply_ply_	tra_	gun_select_	normal_02	vo_ply_ply_tra_gun_select_normal_02				omuk	philipp	sel skill gun	Trapper	stealthy		龍の叫び。
vo_ply_ply_	tra_	gun_select_	tense_00	vo_ply_ply_tra_gun_select_tense_00				omuk	philipp	sel skill gun	Trapper	tense		耳をふさいでね！
vo_ply_ply_	tra_	gun_select_	tense_01	vo_ply_ply_tra_gun_select_tense_01				omuk	philipp	sel skill gun	Trapper	tense		龍の叫び！
vo_ply_ply_	tra_	gun_select_	tense_02	vo_ply_ply_tra_gun_select_tense_02				omuk	philipp	sel skill gun	Trapper	tense		バ～ン！
vo_ply_ply_	tra_	gun_select_	dark_00	vo_ply_ply_tra_gun_select_dark_00				omuk	philipp	sel skill gun	Trapper	anxious		ピストルさん…。
vo_ply_ply_	tra_	gun_comment_	normal_00	vo_ply_ply_tra_gun_comment_normal_00				omuk		after skill gun	Trapper	stealthy	"rare after shot
not after last shot"	ちょっと待って、リロード！
vo_ply_ply_	tra_	gun_comment_	normal_01	vo_ply_ply_tra_gun_comment_normal_01				omuk		after skill gun	Trapper	stealthy	after loading last shot	残り一発よ！
vo_ply_ply_	tra_	gun_comment_	tense_00	vo_ply_ply_tra_gun_comment_tense_00				omuk		after skill gun	Trapper	tense	"rare after shot
not after last shot"	リロードするの！
vo_ply_ply_	tra_	gun_comment_	tense_01	vo_ply_ply_tra_gun_comment_tense_01				omuk		after skill gun	Trapper	tense	after loading last shot	一発しかないわ！
vo_ply_ply_	tra_	gun_comment_	dark_00	vo_ply_ply_tra_gun_comment_dark_00				omuk		after skill gun	Trapper	anxious	"rare after shot
not after last shot"	待って！リロードよ！
vo_ply_ply_	tra_	gun_comment_	dark_01	vo_ply_ply_tra_gun_comment_dark_01				omuk		after skill gun	Trapper	anxious	after loading last shot	最後の一発！
vo_ply_ply_	tra_	heal_select_	normal_00	vo_ply_ply_tra_heal_select_normal_00				omuk	philipp	sel skill heal	Trapper	stealthy		あたしの助けが必要なのは誰？
vo_ply_ply_	tra_	heal_select_	normal_01	vo_ply_ply_tra_heal_select_normal_01				omuk	philipp	sel skill heal	Trapper	stealthy	almost singing	ちょっとしたかすり傷～。
vo_ply_ply_	tra_	heal_select_	normal_02	vo_ply_ply_tra_heal_select_normal_02				omuk	philipp	sel skill heal	Trapper	stealthy	almost singing	包帯と薬草で～。
vo_ply_ply_	tra_	heal_select_	tense_00	vo_ply_ply_tra_heal_select_tense_00				omuk	philipp	sel skill heal	Trapper	tense		誰の手当てすればいい？
vo_ply_ply_	tra_	heal_select_	tense_01	vo_ply_ply_tra_heal_select_tense_01				omuk	philipp	sel skill heal	Trapper	tense		止血ぐらいできるわ。
vo_ply_ply_	tra_	heal_select_	tense_02	vo_ply_ply_tra_heal_select_tense_02				omuk	philipp	sel skill heal	Trapper	tense		包帯あるわよ！
vo_ply_ply_	tra_	heal_select_	dark_00	vo_ply_ply_tra_heal_select_dark_00				omuk	philipp	sel skill heal	Trapper	anxious		お手伝いできるんだから！
vo_ply_ply_	tra_	heal_execute_	normal_00	vo_ply_ply_tra_heal_execute_normal_00				omuk	philipp	use skill heal	Trapper	quietly	(sound) treats wound	
vo_ply_ply_	tra_	heal_execute_	normal_01	vo_ply_ply_tra_heal_execute_normal_01				omuk	philipp	use skill heal	Trapper	quietly	(sound) treats wound	
vo_ply_ply_	tra_	heal_execute_	normal_02	vo_ply_ply_tra_heal_execute_normal_02				omuk	philipp	use skill heal	Trapper	quietly	(sound) treats wound	
vo_ply_ply_	tra_	heal_comment_	normal_00	vo_ply_ply_tra_heal_comment_normal_00				omuk		after skill heal	Trapper	stealthy	rare	ね、大丈夫だったでしょ？
vo_ply_ply_	tra_	heal_comment_	tense_00	vo_ply_ply_tra_heal_comment_tense_00				omuk		after skill heal	Trapper	tense	rare	じっとしてて。
vo_ply_ply_	tra_	heal_comment_	dark_00	vo_ply_ply_tra_heal_comment_dark_00				omuk		after skill heal	Trapper	anxious	rare	勇敢に…。
vo_ply_ply_	tra_	key_door_	normal_00	vo_ply_ply_tra_key_door_normal_00				omuk	philipp	can't open locked gate	Trapper	stealthy		鍵かかってるじゃない！鍵どこなの？
vo_ply_ply_	tra_	key_door_	normal_01	vo_ply_ply_tra_key_door_normal_01				omuk	philipp	can't open locked gate	Trapper	stealthy		開かないわよ、バカ！鍵を探すの！
vo_ply_ply_	tra_	key_door_	normal_02	vo_ply_ply_tra_key_door_normal_02				omuk	philipp	can't open locked gate	Trapper	stealthy		鍵、カギ、かぎ～。
vo_ply_ply_	tra_	key_pickup_	normal_00	vo_ply_ply_tra_key_pickup_normal_00				omuk	philipp	pickup key	Trapper	stealthy		鍵さん、み～っけ！
vo_ply_ply_	tra_	key_pickup_	normal_01	vo_ply_ply_tra_key_pickup_normal_01				omuk	philipp	pickup key	Trapper	stealthy		鍵さんはあるけど、どれを開けるの？
vo_ply_ply_	tra_	key_pickup_	normal_02	vo_ply_ply_tra_key_pickup_normal_02				omuk	philipp	pickup key	Trapper	stealthy		はい！鍵は持ってるわ！
vo_ply_ply_	tra_	key_unlock_	normal_00	vo_ply_ply_tra_key_unlock_normal_00				omuk	philipp	unlock gate with key	Trapper	stealthy		開いてくれるよね？
vo_ply_ply_	tra_	key_unlock_	normal_01	vo_ply_ply_tra_key_unlock_normal_01				omuk	philipp	unlock gate with key	Trapper	stealthy		はい！開いたわね！
vo_ply_ply_	tra_	key_unlock_	normal_02	vo_ply_ply_tra_key_unlock_normal_02				omuk	philipp	unlock gate with key	Trapper	stealthy		これで通れるわよ。
vo_ply_ply_	tra_	joke_wait	normal_00	vo_ply_ply_tra_joke_waitnormal_00				omuk		waiting too long	Trapper			退屈なんだけど。
vo_ply_ply_	tra_	joke_running	normal_00	vo_ply_ply_tra_joke_runningnormal_00				omuk		running too much	Trapper			もっともっともっと速く、アハハ！
vo_ply_ply_	tra_	joke_dropkill	normal_00	vo_ply_ply_tra_joke_dropkillnormal_00				omuk		dropkill 0.001% chance	Trapper		quote from Overwatch	ありがと、騎士さんの参上よ。
vo_ply_ply_	tra_	joke_char_select_	normal_00	vo_ply_ply_tra_joke_char_select_normal_00				omuk		char select too often	Trapper		(sound) giggles	…。
vo_ply_ply_	tra_	joke_char_select_	normal_01	vo_ply_ply_tra_joke_char_select_normal_01				omuk		char select too often	Trapper			最高！
vo_ply_ply_	tra_	joke_char_select_	normal_02	vo_ply_ply_tra_joke_char_select_normal_02				omuk		char select too often	Trapper		quote from Overwatch	デジャヴって感じたことある？
vo_ply_ply_	tra_	joke_char_select_	normal_03	vo_ply_ply_tra_joke_char_select_normal_03				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	水のダンスよ。
vo_ply_ply_	tra_	joke_char_select_	normal_04	vo_ply_ply_tra_joke_char_select_normal_04				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	名前を言うまで眠りにつけないわ。
vo_ply_ply_	tra_	joke_char_select_	normal_05	vo_ply_ply_tra_joke_char_select_normal_05				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	誰だって死ぬ運命なの。
vo_ply_ply_	tra_	joke_char_select_	normal_06	vo_ply_ply_tra_joke_char_select_normal_06				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	彼は人と言うより狼、そしてあたしもよ。
vo_ply_ply_	tra_	joke_char_select_	normal_07	vo_ply_ply_tra_joke_char_select_normal_07				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	尖った小刀の先でついてやるんだから。
vo_ply_ply_	tra_	joke_char_select_	normal_08	vo_ply_ply_tra_joke_char_select_normal_08				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	ア・ガール・イズ・ノー・ワン♪
vo_ply_ply_	tra_	joke_char_select_	normal_09	vo_ply_ply_tra_joke_char_select_normal_09				omuk		char select too often	Trapper		quote from Game of Thrones (Aria Stark)	ヴァラー・モルグリス、処罰の道よ。
														
